adhmk	adhmk	kod	nod	vud	mdflw	rbf	
4.430000e-01	1.349250e-01	1.639802e-01	2.087964e-02	5.744745e-01	9.983964e-01	1.218516e+00	
4.440000e-01	1.354803e-01	1.639747e-01	2.085925e-02	5.732281e-01	9.983964e-01	1.218516e+00	
4.450000e-01	1.360355e-01	1.639693e-01	2.083885e-02	5.719862e-01	9.983964e-01	1.218516e+00	
4.460000e-01	1.365908e-01	1.639638e-01	2.081846e-02	5.707488e-01	9.983964e-01	1.218516e+00	
4.470000e-01	1.371460e-01	1.639583e-01	2.079807e-02	5.695160e-01	9.983964e-01	1.218516e+00	
4.480000e-01	1.377013e-01	1.639528e-01	2.077768e-02	5.682876e-01	9.983964e-01	1.218516e+00	
4.490000e-01	1.382565e-01	1.639473e-01	2.075728e-02	5.670637e-01	9.983964e-01	1.218516e+00	
4.500000e-01	1.388118e-01	1.639418e-01	2.073689e-02	5.658442e-01	9.983964e-01	1.218516e+00	
4.510000e-01	1.393670e-01	1.639363e-01	2.071650e-02	5.646291e-01	9.983964e-01	1.218516e+00	
4.520000e-01	1.399223e-01	1.639308e-01	2.069610e-02	5.634183e-01	9.983964e-01	1.218516e+00	
4.530000e-01	1.404775e-01	1.639252e-01	2.067571e-02	5.622119e-01	9.983964e-01	1.218516e+00	
4.540000e-01	1.410328e-01	1.639197e-01	2.065532e-02	5.610098e-01	9.983964e-01	1.218516e+00	
4.550000e-01	1.415880e-01	1.639142e-01	2.063493e-02	5.598119e-01	9.983964e-01	1.218516e+00	
4.560000e-01	1.421433e-01	1.639087e-01	2.061453e-02	5.586183e-01	9.983964e-01	1.218516e+00	
4.570000e-01	1.426985e-01	1.639032e-01	2.059414e-02	5.574290e-01	9.983964e-01	1.218516e+00	
4.580000e-01	1.432537e-01	1.638976e-01	2.057375e-02	5.562438e-01	9.983964e-01	1.218516e+00	
4.590000e-01	1.438090e-01	1.638921e-01	2.055335e-02	5.550627e-01	9.983964e-01	1.218516e+00	
4.600000e-01	1.443642e-01	1.638865e-01	2.053296e-02	5.538858e-01	9.983964e-01	1.218516e+00	
4.610000e-01	1.449195e-01	1.638810e-01	2.051257e-02	5.527130e-01	9.983964e-01	1.218516e+00	
4.620000e-01	1.454747e-01	1.638754e-01	2.049218e-02	5.515443e-01	9.983964e-01	1.218516e+00	
4.630000e-01	1.460300e-01	1.638699e-01	2.047178e-02	5.503796e-01	9.983964e-01	1.218516e+00	
4.640000e-01	1.465852e-01	1.638643e-01	2.045139e-02	5.492190e-01	9.983964e-01	1.218516e+00	
4.650000e-01	1.471405e-01	1.638588e-01	2.043100e-02	5.480624e-01	9.983964e-01	1.218516e+00	
4.660000e-01	1.476957e-01	1.638532e-01	2.041060e-02	5.469097e-01	9.983964e-01	1.218516e+00	
4.670000e-01	1.482510e-01	1.638476e-01	2.039021e-02	5.457610e-01	9.983964e-01	1.218516e+00	
4.680000e-01	1.488062e-01	1.638420e-01	2.036982e-02	5.446162e-01	9.983964e-01	1.218516e+00	
4.690000e-01	1.493615e-01	1.638365e-01	2.034943e-02	5.434753e-01	9.983964e-01	1.218516e+00	
4.700000e-01	1.499167e-01	1.638309e-01	2.032903e-02	5.423383e-01	9.983964e-01	1.218516e+00	
4.710000e-01	1.504720e-01	1.638253e-01	2.030864e-02	5.412052e-01	9.983964e-01	1.218516e+00	
4.720000e-01	1.510272e-01	1.638197e-01	2.028825e-02	5.400758e-01	9.983964e-01	1.218516e+00	
4.730000e-01	1.515825e-01	1.638141e-01	2.026785e-02	5.389503e-01	9.983964e-01	1.218516e+00	
4.740000e-01	1.521377e-01	1.638085e-01	2.024746e-02	5.378285e-01	9.983964e-01	1.218516e+00	
4.750000e-01	1.526929e-01	1.638029e-01	2.022707e-02	5.367105e-01	9.983964e-01	1.218516e+00	
4.760000e-01	1.532482e-01	1.637973e-01	2.020668e-02	5.355963e-01	9.983964e-01	1.218516e+00	
4.770000e-01	1.538034e-01	1.637917e-01	2.018628e-02	5.344857e-01	9.983964e-01	1.218516e+00	
4.780000e-01	1.543587e-01	1.637860e-01	2.016589e-02	5.333788e-01	9.983964e-01	1.218516e+00	
4.790000e-01	1.549139e-01	1.637804e-01	2.014550e-02	5.322756e-01	9.983964e-01	1.218516e+00	
4.800000e-01	1.554692e-01	1.637748e-01	2.012510e-02	5.311760e-01	9.983964e-01	1.218516e+00	
4.810000e-01	1.560244e-01	1.637691e-01	2.010471e-02	5.300801e-01	9.983964e-01	1.218516e+00	
4.820000e-01	1.565797e-01	1.637635e-01	2.008432e-02	5.289877e-01	9.983964e-01	1.218516e+00	
4.830000e-01	1.571349e-01	1.637579e-01	2.006393e-02	5.278989e-01	9.983964e-01	1.218516e+00	
4.840000e-01	1.576902e-01	1.637522e-01	2.004353e-02	5.268136e-01	9.983964e-01	1.218516e+00	
4.850000e-01	1.582454e-01	1.637465e-01	2.002314e-02	5.257319e-01	9.983964e-01	1.218516e+00	
4.860000e-01	1.588007e-01	1.637409e-01	2.000275e-02	5.246536e-01	9.983964e-01	1.218516e+00	
4.870000e-01	1.593559e-01	1.637352e-01	1.998235e-02	5.235789e-01	9.983964e-01	1.218516e+00	
4.880000e-01	1.599112e-01	1.637296e-01	1.996196e-02	5.225076e-01	9.983964e-01	1.218516e+00	
4.890000e-01	1.604664e-01	1.637239e-01	1.994157e-02	5.214398e-01	9.983964e-01	1.218516e+00	
4.900000e-01	1.610217e-01	1.637182e-01	1.992118e-02	5.203753e-01	9.983964e-01	1.218516e+00	
4.910000e-01	1.615769e-01	1.637125e-01	1.990078e-02	5.193143e-01	9.983964e-01	1.218516e+00	
4.920000e-01	1.621321e-01	1.637068e-01	1.988039e-02	5.182566e-01	9.983964e-01	1.218516e+00	
4.930000e-01	1.626874e-01	1.637011e-01	1.986000e-02	5.172023e-01	9.983964e-01	1.218516e+00	
4.940000e-01	1.632426e-01	1.636954e-01	1.983960e-02	5.161514e-01	9.983964e-01	1.218516e+00	
4.950000e-01	1.637979e-01	1.636897e-01	1.981921e-02	5.151037e-01	9.983964e-01	1.218516e+00	
4.960000e-01	1.643531e-01	1.636840e-01	1.979882e-02	5.140594e-01	9.983964e-01	1.218516e+00	
4.970000e-01	1.649084e-01	1.636783e-01	1.977843e-02	5.130183e-01	9.983964e-01	1.218516e+00	
4.980000e-01	1.654636e-01	1.636726e-01	1.975803e-02	5.119804e-01	9.983964e-01	1.218516e+00	
4.990000e-01	1.660189e-01	1.636669e-01	1.973764e-02	5.109459e-01	9.983964e-01	1.218516e+00	
5.000000e-01	1.665741e-01	1.636611e-01	1.971725e-02	5.099145e-01	9.983964e-01	1.218516e+00	
5.010000e-01	1.671294e-01	1.636554e-01	1.969685e-02	5.088863e-01	9.983964e-01	1.218516e+00	
5.020000e-01	1.676846e-01	1.636496e-01	1.967646e-02	5.078613e-01	9.983964e-01	1.218516e+00	
5.030000e-01	1.682399e-01	1.636439e-01	1.965607e-02	5.068395e-01	9.983964e-01	1.218516e+00	
5.040000e-01	1.687951e-01	1.636381e-01	1.963568e-02	5.058208e-01	9.983964e-01	1.218516e+00	
5.050000e-01	1.693504e-01	1.636324e-01	1.961528e-02	5.048052e-01	9.983964e-01	1.218516e+00	
5.060000e-01	1.699056e-01	1.636266e-01	1.959489e-02	5.037927e-01	9.983964e-01	1.218516e+00	
5.070000e-01	1.704609e-01	1.636209e-01	1.957450e-02	5.027833e-01	9.983964e-01	1.218516e+00	
5.080000e-01	1.710161e-01	1.636151e-01	1.955410e-02	5.017770e-01	9.983964e-01	1.218516e+00	
5.090000e-01	1.715713e-01	1.636093e-01	1.953371e-02	5.007737e-01	9.983964e-01	1.218516e+00	
5.100000e-01	1.721266e-01	1.636035e-01	1.951332e-02	4.997735e-01	9.983964e-01	1.218516e+00	
5.110000e-01	1.726818e-01	1.635977e-01	1.949293e-02	4.987762e-01	9.983964e-01	1.218516e+00	
5.120000e-01	1.732371e-01	1.635919e-01	1.947253e-02	4.977820e-01	9.983964e-01	1.218516e+00	
5.130000e-01	1.737923e-01	1.635861e-01	1.945214e-02	4.967907e-01	9.983964e-01	1.218516e+00	
5.140000e-01	1.743476e-01	1.635803e-01	1.943175e-02	4.958024e-01	9.983964e-01	1.218516e+00	
5.150000e-01	1.749028e-01	1.635745e-01	1.941135e-02	4.948171e-01	9.983964e-01	1.218516e+00	
5.160000e-01	1.754581e-01	1.635687e-01	1.939096e-02	4.938346e-01	9.983964e-01	1.218516e+00	
5.170000e-01	1.760133e-01	1.635629e-01	1.937057e-02	4.928551e-01	9.983964e-01	1.218516e+00	
5.180000e-01	1.765686e-01	1.635570e-01	1.935018e-02	4.918785e-01	9.983964e-01	1.218516e+00	
5.190000e-01	1.771238e-01	1.635512e-01	1.932978e-02	4.909047e-01	9.983964e-01	1.218516e+00	
5.200000e-01	1.776791e-01	1.635453e-01	1.930939e-02	4.899338e-01	9.983964e-01	1.218516e+00	
5.210000e-01	1.782343e-01	1.635395e-01	1.928900e-02	4.889657e-01	9.983964e-01	1.218516e+00	
5.220000e-01	1.787896e-01	1.635336e-01	1.926860e-02	4.880005e-01	9.983964e-01	1.218516e+00	
5.230000e-01	1.793448e-01	1.635278e-01	1.924821e-02	4.870381e-01	9.983964e-01	1.218516e+00	
5.240000e-01	1.799001e-01	1.635219e-01	1.922782e-02	4.860784e-01	9.983964e-01	1.218516e+00	
5.250000e-01	1.804553e-01	1.635160e-01	1.920743e-02	4.851216e-01	9.983964e-01	1.218516e+00	
5.260000e-01	1.810105e-01	1.635102e-01	1.918703e-02	4.841675e-01	9.983964e-01	1.218516e+00	
5.270000e-01	1.815658e-01	1.635043e-01	1.916664e-02	4.832161e-01	9.983964e-01	1.218516e+00	
5.280000e-01	1.821210e-01	1.634984e-01	1.914625e-02	4.822675e-01	9.983964e-01	1.218516e+00	
5.290000e-01	1.826763e-01	1.634925e-01	1.912585e-02	4.813216e-01	9.983964e-01	1.218516e+00	
5.300000e-01	1.832315e-01	1.634866e-01	1.910546e-02	4.803784e-01	9.983964e-01	1.218516e+00	
5.310000e-01	1.837868e-01	1.634807e-01	1.908507e-02	4.794378e-01	9.983964e-01	1.218516e+00	
5.320000e-01	1.843420e-01	1.634747e-01	1.906468e-02	4.785000e-01	9.983964e-01	1.218516e+00	
5.330000e-01	1.848973e-01	1.634688e-01	1.904428e-02	4.775648e-01	9.983964e-01	1.218516e+00	
5.340000e-01	1.854525e-01	1.634629e-01	1.902389e-02	4.766322e-01	9.983964e-01	1.218516e+00	
5.350000e-01	1.860078e-01	1.634570e-01	1.900350e-02	4.757023e-01	9.983964e-01	1.218516e+00	
5.360000e-01	1.865630e-01	1.634510e-01	1.898310e-02	4.747749e-01	9.983964e-01	1.218516e+00	
5.370000e-01	1.871183e-01	1.634451e-01	1.896271e-02	4.738502e-01	9.983964e-01	1.218516e+00	
5.380000e-01	1.876735e-01	1.634391e-01	1.894232e-02	4.729280e-01	9.983964e-01	1.218516e+00	
5.390000e-01	1.882288e-01	1.634331e-01	1.892193e-02	4.720084e-01	9.983964e-01	1.218516e+00	
5.400000e-01	1.887840e-01	1.634272e-01	1.890153e-02	4.710914e-01	9.983964e-01	1.218516e+00	
5.410000e-01	1.893393e-01	1.634212e-01	1.888114e-02	4.701769e-01	9.983964e-01	1.218516e+00	
5.420000e-01	1.898945e-01	1.634152e-01	1.886075e-02	4.692649e-01	9.983964e-01	1.218516e+00	
5.430000e-01	1.904498e-01	1.634092e-01	1.884035e-02	4.683554e-01	9.983964e-01	1.218516e+00	
5.440000e-01	1.910050e-01	1.634032e-01	1.881996e-02	4.674484e-01	9.983964e-01	1.218516e+00	
5.450000e-01	1.915602e-01	1.633972e-01	1.879957e-02	4.665439e-01	9.983964e-01	1.218516e+00	
5.460000e-01	1.921155e-01	1.633912e-01	1.877917e-02	4.656419e-01	9.983964e-01	1.218516e+00	
5.470000e-01	1.926707e-01	1.633852e-01	1.875878e-02	4.647423e-01	9.983964e-01	1.218516e+00	
5.480000e-01	1.932260e-01	1.633792e-01	1.873839e-02	4.638452e-01	9.983964e-01	1.218516e+00	
5.490000e-01	1.937812e-01	1.633732e-01	1.871800e-02	4.629504e-01	9.983964e-01	1.218516e+00	
5.500000e-01	1.943365e-01	1.633671e-01	1.869760e-02	4.620581e-01	9.983964e-01	1.218516e+00	
5.510000e-01	1.948917e-01	1.633611e-01	1.867721e-02	4.611682e-01	9.983964e-01	1.218516e+00	
5.520000e-01	1.954470e-01	1.633550e-01	1.865682e-02	4.602807e-01	9.983964e-01	1.218516e+00	
5.530000e-01	1.960022e-01	1.633490e-01	1.863642e-02	4.593956e-01	9.983964e-01	1.218516e+00	
5.540000e-01	1.965575e-01	1.633429e-01	1.861603e-02	4.585128e-01	9.983964e-01	1.218516e+00	
5.550000e-01	1.971127e-01	1.633368e-01	1.859564e-02	4.576324e-01	9.983964e-01	1.218516e+00	
5.560000e-01	1.976680e-01	1.633307e-01	1.857525e-02	4.567543e-01	9.983964e-01	1.218516e+00	
5.570000e-01	1.982232e-01	1.633247e-01	1.855485e-02	4.558785e-01	9.983964e-01	1.218516e+00	
5.580000e-01	1.987785e-01	1.633186e-01	1.853446e-02	4.550050e-01	9.983964e-01	1.218516e+00	
5.590000e-01	1.993337e-01	1.633125e-01	1.851407e-02	4.541339e-01	9.983964e-01	1.218516e+00	
5.600000e-01	1.998890e-01	1.633064e-01	1.849367e-02	4.532650e-01	9.983964e-01	1.218516e+00	
5.610000e-01	2.004442e-01	1.633002e-01	1.847328e-02	4.523984e-01	9.983964e-01	1.218516e+00	
5.620000e-01	2.009994e-01	1.632941e-01	1.845289e-02	4.515341e-01	9.983964e-01	1.218516e+00	
5.630000e-01	2.015547e-01	1.632880e-01	1.843250e-02	4.506720e-01	9.983964e-01	1.218516e+00	
5.640000e-01	2.021099e-01	1.632819e-01	1.841210e-02	4.498121e-01	9.983964e-01	1.218516e+00	
5.650000e-01	2.026652e-01	1.632757e-01	1.839171e-02	4.489545e-01	9.983964e-01	1.218516e+00	
5.660000e-01	2.032204e-01	1.632696e-01	1.837132e-02	4.480991e-01	9.983964e-01	1.218516e+00	
5.670000e-01	2.037757e-01	1.632634e-01	1.835092e-02	4.472458e-01	9.983964e-01	1.218516e+00	
5.680000e-01	2.043309e-01	1.632572e-01	1.833053e-02	4.463948e-01	9.983964e-01	1.218516e+00	
5.690000e-01	2.048862e-01	1.632510e-01	1.831014e-02	4.455460e-01	9.983964e-01	1.218516e+00	
5.700000e-01	2.054414e-01	1.632449e-01	1.828975e-02	4.446993e-01	9.983964e-01	1.218516e+00	
5.710000e-01	2.059967e-01	1.632387e-01	1.826935e-02	4.438548e-01	9.983964e-01	1.218516e+00	
5.720000e-01	2.065519e-01	1.632325e-01	1.824896e-02	4.430124e-01	9.983964e-01	1.218516e+00	
5.730000e-01	2.071072e-01	1.632263e-01	1.822857e-02	4.421722e-01	9.983964e-01	1.218516e+00	
5.740000e-01	2.076624e-01	1.632201e-01	1.820817e-02	4.413340e-01	9.983964e-01	1.218516e+00	
5.750000e-01	2.082177e-01	1.632138e-01	1.818778e-02	4.404980e-01	9.983964e-01	1.218516e+00	
5.760000e-01	2.087729e-01	1.632076e-01	1.816739e-02	4.396641e-01	9.983964e-01	1.218516e+00	
5.770000e-01	2.093282e-01	1.632014e-01	1.814700e-02	4.388323e-01	9.983964e-01	1.218516e+00	
5.780000e-01	2.098834e-01	1.631951e-01	1.812660e-02	4.380025e-01	9.983964e-01	1.218516e+00	
5.790000e-01	2.104386e-01	1.631889e-01	1.810621e-02	4.371749e-01	9.983964e-01	1.218516e+00	
5.800000e-01	2.109939e-01	1.631826e-01	1.808582e-02	4.363492e-01	9.983964e-01	1.218516e+00	
5.810000e-01	2.115491e-01	1.631763e-01	1.806542e-02	4.355257e-01	9.983964e-01	1.218516e+00	
5.820000e-01	2.121044e-01	1.631701e-01	1.804503e-02	4.347041e-01	9.983964e-01	1.218516e+00	
5.830000e-01	2.126596e-01	1.631638e-01	1.802464e-02	4.338846e-01	9.983964e-01	1.218516e+00	
5.840000e-01	2.132149e-01	1.631575e-01	1.800425e-02	4.330671e-01	9.983964e-01	1.218516e+00	
5.850000e-01	2.137701e-01	1.631512e-01	1.798385e-02	4.322516e-01	9.983964e-01	1.218516e+00	
5.860000e-01	2.143254e-01	1.631449e-01	1.796346e-02	4.314381e-01	9.983964e-01	1.218516e+00	
5.870000e-01	2.148806e-01	1.631385e-01	1.794307e-02	4.306266e-01	9.983964e-01	1.218516e+00	
5.880000e-01	2.154359e-01	1.631322e-01	1.792267e-02	4.298170e-01	9.983964e-01	1.218516e+00	
5.890000e-01	2.159911e-01	1.631259e-01	1.790228e-02	4.290094e-01	9.983964e-01	1.218516e+00	
5.900000e-01	2.165464e-01	1.631195e-01	1.788189e-02	4.282038e-01	9.983964e-01	1.218516e+00	
5.910000e-01	2.171016e-01	1.631132e-01	1.786150e-02	4.274001e-01	9.983964e-01	1.218516e+00	
5.920000e-01	2.176569e-01	1.631068e-01	1.784110e-02	4.265983e-01	9.983964e-01	1.218516e+00	
5.930000e-01	2.182121e-01	1.631005e-01	1.782071e-02	4.257985e-01	9.983964e-01	1.218516e+00	
5.940000e-01	2.187674e-01	1.630941e-01	1.780032e-02	4.250006e-01	9.983964e-01	1.218516e+00	
5.950000e-01	2.193226e-01	1.630877e-01	1.777992e-02	4.242046e-01	9.983964e-01	1.218516e+00	
5.960000e-01	2.198778e-01	1.630813e-01	1.775953e-02	4.234104e-01	9.983964e-01	1.218516e+00	
5.970000e-01	2.204331e-01	1.630749e-01	1.773914e-02	4.226182e-01	9.983964e-01	1.218516e+00	
5.980000e-01	2.209883e-01	1.630685e-01	1.771875e-02	4.218278e-01	9.983964e-01	1.218516e+00	
5.990000e-01	2.215436e-01	1.630621e-01	1.769835e-02	4.210393e-01	9.983964e-01	1.218516e+00	
6.000000e-01	2.220988e-01	1.630556e-01	1.767796e-02	4.202527e-01	9.983964e-01	1.218516e+00	
6.010000e-01	2.226541e-01	1.630492e-01	1.765757e-02	4.194679e-01	9.983964e-01	1.218516e+00	
6.020000e-01	2.232093e-01	1.630427e-01	1.763717e-02	4.186849e-01	9.983964e-01	1.218516e+00	
6.030000e-01	2.237646e-01	1.630363e-01	1.761678e-02	4.179038e-01	9.983964e-01	1.218516e+00	
6.040000e-01	2.243198e-01	1.630298e-01	1.759639e-02	4.171245e-01	9.983964e-01	1.218516e+00	
6.050000e-01	2.248751e-01	1.630233e-01	1.757600e-02	4.163470e-01	9.983964e-01	1.218516e+00	
6.060000e-01	2.254303e-01	1.630169e-01	1.755560e-02	4.155713e-01	9.983964e-01	1.218516e+00	
6.070000e-01	2.259856e-01	1.630104e-01	1.753521e-02	4.147974e-01	9.983964e-01	1.218516e+00	
6.080000e-01	2.265408e-01	1.630039e-01	1.751482e-02	4.140253e-01	9.983964e-01	1.218516e+00	
6.090000e-01	2.270961e-01	1.629974e-01	1.749442e-02	4.132549e-01	9.983964e-01	1.218516e+00	
6.100000e-01	2.276513e-01	1.629908e-01	1.747403e-02	4.124863e-01	9.983964e-01	1.218516e+00	
6.110000e-01	2.282066e-01	1.629843e-01	1.745364e-02	4.117195e-01	9.983964e-01	1.218516e+00	
6.120000e-01	2.287618e-01	1.629778e-01	1.743325e-02	4.109544e-01	9.983964e-01	1.218516e+00	
6.130000e-01	2.293170e-01	1.629712e-01	1.741285e-02	4.101911e-01	9.983964e-01	1.218516e+00	
6.140000e-01	2.298723e-01	1.629647e-01	1.739246e-02	4.094295e-01	9.983964e-01	1.218516e+00	
6.150000e-01	2.304275e-01	1.629581e-01	1.737207e-02	4.086696e-01	9.983964e-01	1.218516e+00	
6.160000e-01	2.309828e-01	1.629515e-01	1.735167e-02	4.079114e-01	9.983964e-01	1.218516e+00	
6.170000e-01	2.315380e-01	1.629449e-01	1.733128e-02	4.071550e-01	9.983964e-01	1.218516e+00	
6.180000e-01	2.320933e-01	1.629383e-01	1.731089e-02	4.064002e-01	9.983964e-01	1.218516e+00	
6.190000e-01	2.326485e-01	1.629317e-01	1.729050e-02	4.056471e-01	9.983964e-01	1.218516e+00	
6.200000e-01	2.332038e-01	1.629251e-01	1.727010e-02	4.048957e-01	9.983964e-01	1.218516e+00	
6.210000e-01	2.337590e-01	1.629185e-01	1.724971e-02	4.041460e-01	9.983964e-01	1.218516e+00	
6.220000e-01	2.343143e-01	1.629119e-01	1.722932e-02	4.033980e-01	9.983964e-01	1.218516e+00	
6.230000e-01	2.348695e-01	1.629052e-01	1.720892e-02	4.026516e-01	9.983964e-01	1.218516e+00	
6.240000e-01	2.354248e-01	1.628986e-01	1.718853e-02	4.019068e-01	9.983964e-01	1.218516e+00	
6.250000e-01	2.359800e-01	1.628919e-01	1.716814e-02	4.011637e-01	9.983964e-01	1.218516e+00	
6.260000e-01	2.365353e-01	1.628852e-01	1.714775e-02	4.004222e-01	9.983964e-01	1.218516e+00	
6.270000e-01	2.370905e-01	1.628785e-01	1.712735e-02	3.996824e-01	9.983964e-01	1.218516e+00	
6.280000e-01	2.376458e-01	1.628718e-01	1.710696e-02	3.989441e-01	9.983964e-01	1.218516e+00	
6.290000e-01	2.382010e-01	1.628651e-01	1.708657e-02	3.982075e-01	9.983964e-01	1.218516e+00	
6.300000e-01	2.387562e-01	1.628584e-01	1.706617e-02	3.974725e-01	9.983964e-01	1.218516e+00	
6.310000e-01	2.393115e-01	1.628517e-01	1.704578e-02	3.967391e-01	9.983964e-01	1.218516e+00	
6.320000e-01	2.398667e-01	1.628450e-01	1.702539e-02	3.960072e-01	9.983964e-01	1.218516e+00	
6.330000e-01	2.404220e-01	1.628382e-01	1.700500e-02	3.952770e-01	9.983964e-01	1.218516e+00	
6.340000e-01	2.409772e-01	1.628315e-01	1.698460e-02	3.945483e-01	9.983964e-01	1.218516e+00	
6.350000e-01	2.415325e-01	1.628247e-01	1.696421e-02	3.938211e-01	9.983964e-01	1.218516e+00	
6.360000e-01	2.420877e-01	1.628179e-01	1.694382e-02	3.930956e-01	9.983964e-01	1.218516e+00	
6.370000e-01	2.426430e-01	1.628112e-01	1.692342e-02	3.923715e-01	9.983964e-01	1.218516e+00	
6.380000e-01	2.431982e-01	1.628044e-01	1.690303e-02	3.916491e-01	9.983964e-01	1.218516e+00	
6.390000e-01	2.437535e-01	1.627976e-01	1.688264e-02	3.909281e-01	9.983964e-01	1.218516e+00	
6.400000e-01	2.443087e-01	1.627907e-01	1.686225e-02	3.902087e-01	9.983964e-01	1.218516e+00	
6.410000e-01	2.448640e-01	1.627839e-01	1.684185e-02	3.894908e-01	9.983964e-01	1.218516e+00	
6.420000e-01	2.454192e-01	1.627771e-01	1.682146e-02	3.887744e-01	9.983964e-01	1.218516e+00	
6.430000e-01	2.459745e-01	1.627702e-01	1.680107e-02	3.880595e-01	9.983964e-01	1.218516e+00	
6.440000e-01	2.465297e-01	1.627634e-01	1.678067e-02	3.873461e-01	9.983964e-01	1.218516e+00	
6.450000e-01	2.470850e-01	1.627565e-01	1.676028e-02	3.866343e-01	9.983964e-01	1.218516e+00	
6.460000e-01	2.476402e-01	1.627496e-01	1.673989e-02	3.859238e-01	9.983964e-01	1.218516e+00	
6.470000e-01	2.481954e-01	1.627427e-01	1.671950e-02	3.852149e-01	9.983964e-01	1.218516e+00	
6.480000e-01	2.487507e-01	1.627358e-01	1.669910e-02	3.845075e-01	9.983964e-01	1.218516e+00	
6.490000e-01	2.493059e-01	1.627289e-01	1.667871e-02	3.838015e-01	9.983964e-01	1.218516e+00	
6.500000e-01	2.498612e-01	1.627220e-01	1.665832e-02	3.830969e-01	9.983964e-01	1.218516e+00	
6.510000e-01	2.504164e-01	1.627150e-01	1.663792e-02	3.823938e-01	9.983964e-01	1.218516e+00	
6.520000e-01	2.509717e-01	1.627081e-01	1.661753e-02	3.816922e-01	9.983964e-01	1.218516e+00	
6.530000e-01	2.515269e-01	1.627011e-01	1.659714e-02	3.809920e-01	9.983964e-01	1.218516e+00	
6.540000e-01	2.520822e-01	1.626942e-01	1.657675e-02	3.802932e-01	9.983964e-01	1.218516e+00	
6.550000e-01	2.526374e-01	1.626872e-01	1.655635e-02	3.795959e-01	9.983964e-01	1.218516e+00	
6.560000e-01	2.531927e-01	1.626802e-01	1.653596e-02	3.788999e-01	9.983964e-01	1.218516e+00	
6.570000e-01	2.537479e-01	1.626732e-01	1.651557e-02	3.782054e-01	9.983964e-01	1.218516e+00	
6.580000e-01	2.543032e-01	1.626662e-01	1.649517e-02	3.775123e-01	9.983964e-01	1.218516e+00	
6.590000e-01	2.548584e-01	1.626592e-01	1.647478e-02	3.768206e-01	9.983964e-01	1.218516e+00	
6.600000e-01	2.554137e-01	1.626521e-01	1.645439e-02	3.761302e-01	9.983964e-01	1.218516e+00	
6.610000e-01	2.559689e-01	1.626451e-01	1.643400e-02	3.754413e-01	9.983964e-01	1.218516e+00	
6.620000e-01	2.565242e-01	1.626380e-01	1.641360e-02	3.747537e-01	9.983964e-01	1.218516e+00	
6.630000e-01	2.570794e-01	1.626309e-01	1.639321e-02	3.740675e-01	9.983964e-01	1.218516e+00	
6.640000e-01	2.576346e-01	1.626239e-01	1.637282e-02	3.733827e-01	9.983964e-01	1.218516e+00	
6.650000e-01	2.581899e-01	1.626168e-01	1.635242e-02	3.726992e-01	9.983964e-01	1.218516e+00	
6.660000e-01	2.587451e-01	1.626097e-01	1.633203e-02	3.720171e-01	9.983964e-01	1.218516e+00	
6.670000e-01	2.593004e-01	1.626025e-01	1.631164e-02	3.713364e-01	9.983964e-01	1.218516e+00	
6.680000e-01	2.598556e-01	1.625954e-01	1.629125e-02	3.706569e-01	9.983964e-01	1.218516e+00	
6.690000e-01	2.604109e-01	1.625883e-01	1.627085e-02	3.699788e-01	9.983964e-01	1.218516e+00	
6.700000e-01	2.609661e-01	1.625811e-01	1.625046e-02	3.693021e-01	9.983964e-01	1.218516e+00	
6.710000e-01	2.615214e-01	1.625739e-01	1.623007e-02	3.686266e-01	9.983964e-01	1.218516e+00	
6.720000e-01	2.620766e-01	1.625668e-01	1.620967e-02	3.679525e-01	9.983964e-01	1.218516e+00	
6.730000e-01	2.626319e-01	1.625596e-01	1.618928e-02	3.672797e-01	9.983964e-01	1.218516e+00	
6.740000e-01	2.631871e-01	1.625524e-01	1.616889e-02	3.666082e-01	9.983964e-01	1.218516e+00	
6.750000e-01	2.637424e-01	1.625452e-01	1.614850e-02	3.659380e-01	9.983964e-01	1.218516e+00	
6.760000e-01	2.642976e-01	1.625379e-01	1.612810e-02	3.652691e-01	9.983964e-01	1.218516e+00	
6.770000e-01	2.648529e-01	1.625307e-01	1.610771e-02	3.646015e-01	9.983964e-01	1.218516e+00	
6.780000e-01	2.654081e-01	1.625234e-01	1.608732e-02	3.639351e-01	9.983964e-01	1.218516e+00	
6.790000e-01	2.659634e-01	1.625162e-01	1.606692e-02	3.632701e-01	9.983964e-01	1.218516e+00	
6.800000e-01	2.665186e-01	1.625089e-01	1.604653e-02	3.626063e-01	9.983964e-01	1.218516e+00	
6.810000e-01	2.670738e-01	1.625016e-01	1.602614e-02	3.619437e-01	9.983964e-01	1.218516e+00	
6.820000e-01	2.676291e-01	1.624943e-01	1.600575e-02	3.612825e-01	9.983964e-01	1.218516e+00	
6.830000e-01	2.681843e-01	1.624870e-01	1.598535e-02	3.606225e-01	9.983964e-01	1.218516e+00	
6.840000e-01	2.687396e-01	1.624797e-01	1.596496e-02	3.599637e-01	9.983964e-01	1.218516e+00	
6.850000e-01	2.692948e-01	1.624723e-01	1.594457e-02	3.593062e-01	9.983964e-01	1.218516e+00	
6.860000e-01	2.698501e-01	1.624650e-01	1.592417e-02	3.586499e-01	9.983964e-01	1.218516e+00	
6.870000e-01	2.704053e-01	1.624576e-01	1.590378e-02	3.579948e-01	9.983964e-01	1.218516e+00	
