anpx	anpx	kod	nod	vud	mdflw	rbf	
1.380000e+00	2.584148e-01	2.930974e-01	7.776131e-02	1.024679e+00	1.729007e+00	1.244320e+00	
1.390000e+00	2.595005e-01	2.942491e-01	7.836751e-02	1.032055e+00	1.735476e+00	1.244549e+00	
1.400000e+00	2.605863e-01	2.954011e-01	7.897388e-02	1.039432e+00	1.741946e+00	1.244779e+00	
1.410000e+00	2.616721e-01	2.965534e-01	7.958043e-02	1.046812e+00	1.748419e+00	1.245009e+00	
1.420000e+00	2.627579e-01	2.977058e-01	8.018717e-02	1.054194e+00	1.754893e+00	1.245238e+00	
1.430000e+00	2.638436e-01	2.988585e-01	8.079409e-02	1.061578e+00	1.761369e+00	1.245468e+00	
1.440000e+00	2.649294e-01	3.000114e-01	8.140118e-02	1.068964e+00	1.767847e+00	1.245698e+00	
1.450000e+00	2.660152e-01	3.011646e-01	8.200846e-02	1.076352e+00	1.774327e+00	1.245928e+00	
1.460000e+00	2.671010e-01	3.023180e-01	8.261592e-02	1.083742e+00	1.780809e+00	1.246158e+00	
1.470000e+00	2.681868e-01	3.034716e-01	8.322357e-02	1.091135e+00	1.787293e+00	1.246388e+00	
1.480000e+00	2.692725e-01	3.046255e-01	8.383139e-02	1.098529e+00	1.793779e+00	1.246618e+00	
1.490000e+00	2.703583e-01	3.057796e-01	8.443939e-02	1.105926e+00	1.800267e+00	1.246849e+00	
1.500000e+00	2.714441e-01	3.069340e-01	8.504758e-02	1.113325e+00	1.806756e+00	1.247079e+00	
1.510000e+00	2.725299e-01	3.080886e-01	8.565595e-02	1.120726e+00	1.813248e+00	1.247309e+00	
1.520000e+00	2.736156e-01	3.092435e-01	8.626450e-02	1.128129e+00	1.819741e+00	1.247540e+00	
1.530000e+00	2.747014e-01	3.103986e-01	8.687323e-02	1.135535e+00	1.826237e+00	1.247771e+00	
1.540000e+00	2.757872e-01	3.115540e-01	8.748215e-02	1.142942e+00	1.832734e+00	1.248001e+00	
1.550000e+00	2.768730e-01	3.127097e-01	8.809125e-02	1.150352e+00	1.839233e+00	1.248232e+00	
1.560000e+00	2.779587e-01	3.138656e-01	8.870053e-02	1.157764e+00	1.845735e+00	1.248463e+00	
1.570000e+00	2.790445e-01	3.150217e-01	8.930999e-02	1.165178e+00	1.852238e+00	1.248694e+00	
1.580000e+00	2.801303e-01	3.161781e-01	8.991964e-02	1.172595e+00	1.858743e+00	1.248925e+00	
1.590000e+00	2.812161e-01	3.173348e-01	9.052947e-02	1.180013e+00	1.865250e+00	1.249156e+00	
1.600000e+00	2.823018e-01	3.184918e-01	9.113948e-02	1.187434e+00	1.871759e+00	1.249387e+00	
1.610000e+00	2.833876e-01	3.196490e-01	9.174967e-02	1.194857e+00	1.878269e+00	1.249619e+00	
1.620000e+00	2.844734e-01	3.208065e-01	9.236005e-02	1.202282e+00	1.884782e+00	1.249850e+00	
1.630000e+00	2.855592e-01	3.219643e-01	9.297061e-02	1.209709e+00	1.891297e+00	1.250082e+00	
1.640000e+00	2.866450e-01	3.231223e-01	9.358135e-02	1.217138e+00	1.897813e+00	1.250313e+00	
1.650000e+00	2.877307e-01	3.242806e-01	9.419228e-02	1.224570e+00	1.904332e+00	1.250545e+00	
1.660000e+00	2.888165e-01	3.254392e-01	9.480339e-02	1.232004e+00	1.910852e+00	1.250777e+00	
1.670000e+00	2.899023e-01	3.265980e-01	9.541469e-02	1.239439e+00	1.917375e+00	1.251008e+00	
1.680000e+00	2.909881e-01	3.277572e-01	9.602617e-02	1.246878e+00	1.923899e+00	1.251240e+00	
1.690000e+00	2.920738e-01	3.289166e-01	9.663783e-02	1.254318e+00	1.930426e+00	1.251472e+00	
1.700000e+00	2.931596e-01	3.300763e-01	9.724968e-02	1.261761e+00	1.936954e+00	1.251704e+00	
1.710000e+00	2.942454e-01	3.312363e-01	9.786171e-02	1.269205e+00	1.943484e+00	1.251937e+00	
1.720000e+00	2.953312e-01	3.323965e-01	9.847392e-02	1.276652e+00	1.950016e+00	1.252169e+00	
1.730000e+00	2.964169e-01	3.335571e-01	9.908632e-02	1.284102e+00	1.956550e+00	1.252401e+00	
1.740000e+00	2.975027e-01	3.347179e-01	9.969891e-02	1.291553e+00	1.963086e+00	1.252634e+00	
1.750000e+00	2.985885e-01	3.358790e-01	1.003117e-01	1.299007e+00	1.969624e+00	1.252866e+00	
1.760000e+00	2.996743e-01	3.370404e-01	1.009246e-01	1.306462e+00	1.976164e+00	1.253099e+00	
1.770000e+00	3.007600e-01	3.382021e-01	1.015378e-01	1.313920e+00	1.982706e+00	1.253332e+00	
1.780000e+00	3.018458e-01	3.393641e-01	1.021511e-01	1.321381e+00	1.989250e+00	1.253564e+00	
1.790000e+00	3.029316e-01	3.405264e-01	1.027646e-01	1.328843e+00	1.995796e+00	1.253797e+00	
1.800000e+00	3.040174e-01	3.416889e-01	1.033783e-01	1.336308e+00	2.002343e+00	1.254030e+00	
1.810000e+00	3.051031e-01	3.428518e-01	1.039922e-01	1.343775e+00	2.008893e+00	1.254263e+00	
1.820000e+00	3.061889e-01	3.440149e-01	1.046062e-01	1.351244e+00	2.015445e+00	1.254496e+00	
1.830000e+00	3.072747e-01	3.451784e-01	1.052205e-01	1.358715e+00	2.021998e+00	1.254730e+00	
1.840000e+00	3.083605e-01	3.463422e-01	1.058349e-01	1.366189e+00	2.028554e+00	1.254963e+00	
1.850000e+00	3.094463e-01	3.475062e-01	1.064495e-01	1.373664e+00	2.035111e+00	1.255196e+00	
1.860000e+00	3.105320e-01	3.486705e-01	1.070643e-01	1.381143e+00	2.041671e+00	1.255430e+00	
1.870000e+00	3.116178e-01	3.498352e-01	1.076793e-01	1.388623e+00	2.048232e+00	1.255663e+00	
1.880000e+00	3.127036e-01	3.510001e-01	1.082945e-01	1.396105e+00	2.054796e+00	1.255897e+00	
1.890000e+00	3.137894e-01	3.521654e-01	1.089099e-01	1.403590e+00	2.061361e+00	1.256131e+00	
1.900000e+00	3.148751e-01	3.533309e-01	1.095254e-01	1.411077e+00	2.067928e+00	1.256364e+00	
1.910000e+00	3.159609e-01	3.544968e-01	1.101412e-01	1.418566e+00	2.074498e+00	1.256598e+00	
1.920000e+00	3.170467e-01	3.556629e-01	1.107571e-01	1.426058e+00	2.081069e+00	1.256832e+00	
1.930000e+00	3.181325e-01	3.568294e-01	1.113732e-01	1.433551e+00	2.087642e+00	1.257066e+00	
1.940000e+00	3.192182e-01	3.579962e-01	1.119895e-01	1.441047e+00	2.094217e+00	1.257301e+00	
1.950000e+00	3.203040e-01	3.591633e-01	1.126060e-01	1.448545e+00	2.100794e+00	1.257535e+00	
1.960000e+00	3.213898e-01	3.603306e-01	1.132226e-01	1.456046e+00	2.107373e+00	1.257769e+00	
1.970000e+00	3.224756e-01	3.614983e-01	1.138395e-01	1.463548e+00	2.113955e+00	1.258004e+00	
1.980000e+00	3.235613e-01	3.626663e-01	1.144565e-01	1.471053e+00	2.120538e+00	1.258238e+00	
1.990000e+00	3.246471e-01	3.638346e-01	1.150738e-01	1.478561e+00	2.127123e+00	1.258473e+00	
2.000000e+00	3.257329e-01	3.650033e-01	1.156912e-01	1.486070e+00	2.133710e+00	1.258708e+00	
2.010000e+00	3.268187e-01	3.661722e-01	1.163088e-01	1.493582e+00	2.140299e+00	1.258942e+00	
2.020000e+00	3.279045e-01	3.673415e-01	1.169266e-01	1.501096e+00	2.146890e+00	1.259177e+00	
2.030000e+00	3.289902e-01	3.685110e-01	1.175445e-01	1.508612e+00	2.153483e+00	1.259412e+00	
2.040000e+00	3.300760e-01	3.696809e-01	1.181627e-01	1.516130e+00	2.160078e+00	1.259647e+00	
2.050000e+00	3.311618e-01	3.708511e-01	1.187811e-01	1.523651e+00	2.166675e+00	1.259882e+00	
2.060000e+00	3.322476e-01	3.720216e-01	1.193996e-01	1.531174e+00	2.173273e+00	1.260118e+00	
2.070000e+00	3.333333e-01	3.731924e-01	1.200183e-01	1.538699e+00	2.179874e+00	1.260353e+00	
2.080000e+00	3.344191e-01	3.743636e-01	1.206373e-01	1.546227e+00	2.186477e+00	1.260588e+00	
2.090000e+00	3.355049e-01	3.755350e-01	1.212564e-01	1.553756e+00	2.193082e+00	1.260824e+00	
2.100000e+00	3.365907e-01	3.767068e-01	1.218757e-01	1.561289e+00	2.199689e+00	1.261059e+00	
2.110000e+00	3.376764e-01	3.778789e-01	1.224951e-01	1.568823e+00	2.206298e+00	1.261295e+00	
2.120000e+00	3.387622e-01	3.790513e-01	1.231148e-01	1.576359e+00	2.212909e+00	1.261531e+00	
2.130000e+00	3.398480e-01	3.802241e-01	1.237347e-01	1.583898e+00	2.219521e+00	1.261767e+00	
2.140000e+00	3.409338e-01	3.813971e-01	1.243547e-01	1.591439e+00	2.226136e+00	1.262003e+00	
2.150000e+00	3.420195e-01	3.825705e-01	1.249750e-01	1.598983e+00	2.232753e+00	1.262239e+00	
2.160000e+00	3.431053e-01	3.837442e-01	1.255954e-01	1.606529e+00	2.239372e+00	1.262475e+00	
2.170000e+00	3.441911e-01	3.849182e-01	1.262160e-01	1.614077e+00	2.245993e+00	1.262711e+00	
2.180000e+00	3.452769e-01	3.860926e-01	1.268368e-01	1.621627e+00	2.252615e+00	1.262947e+00	
2.190000e+00	3.463626e-01	3.872673e-01	1.274578e-01	1.629179e+00	2.259240e+00	1.263183e+00	
2.200000e+00	3.474484e-01	3.884423e-01	1.280790e-01	1.636734e+00	2.265867e+00	1.263420e+00	
2.210000e+00	3.485342e-01	3.896176e-01	1.287004e-01	1.644291e+00	2.272496e+00	1.263656e+00	
2.220000e+00	3.496200e-01	3.907932e-01	1.293219e-01	1.651851e+00	2.279127e+00	1.263893e+00	
2.230000e+00	3.507058e-01	3.919692e-01	1.299437e-01	1.659413e+00	2.285759e+00	1.264130e+00	
2.240000e+00	3.517915e-01	3.931455e-01	1.305656e-01	1.666977e+00	2.292394e+00	1.264367e+00	
2.250000e+00	3.528773e-01	3.943222e-01	1.311878e-01	1.674543e+00	2.299031e+00	1.264604e+00	
2.260000e+00	3.539631e-01	3.954991e-01	1.318101e-01	1.682111e+00	2.305670e+00	1.264841e+00	
2.270000e+00	3.550489e-01	3.966764e-01	1.324326e-01	1.689682e+00	2.312311e+00	1.265078e+00	
2.280000e+00	3.561346e-01	3.978540e-01	1.330553e-01	1.697256e+00	2.318954e+00	1.265315e+00	
2.290000e+00	3.572204e-01	3.990320e-01	1.336782e-01	1.704831e+00	2.325598e+00	1.265552e+00	
2.300000e+00	3.583062e-01	4.002103e-01	1.343013e-01	1.712409e+00	2.332245e+00	1.265789e+00	
2.310000e+00	3.593920e-01	4.013889e-01	1.349246e-01	1.719989e+00	2.338894e+00	1.266027e+00	
2.320000e+00	3.604777e-01	4.025679e-01	1.355481e-01	1.727571e+00	2.345545e+00	1.266264e+00	
2.330000e+00	3.615635e-01	4.037471e-01	1.361717e-01	1.735156e+00	2.352198e+00	1.266502e+00	
2.340000e+00	3.626493e-01	4.049268e-01	1.367956e-01	1.742743e+00	2.358853e+00	1.266740e+00	
2.350000e+00	3.637351e-01	4.061067e-01	1.374196e-01	1.750332e+00	2.365510e+00	1.266977e+00	
2.360000e+00	3.648208e-01	4.072870e-01	1.380438e-01	1.757924e+00	2.372169e+00	1.267215e+00	
2.370000e+00	3.659066e-01	4.084676e-01	1.386683e-01	1.765518e+00	2.378830e+00	1.267453e+00	
2.380000e+00	3.669924e-01	4.096486e-01	1.392929e-01	1.773114e+00	2.385493e+00	1.267691e+00	
2.390000e+00	3.680782e-01	4.108299e-01	1.399177e-01	1.780713e+00	2.392158e+00	1.267930e+00	
2.400000e+00	3.691640e-01	4.120115e-01	1.405427e-01	1.788314e+00	2.398825e+00	1.268168e+00	
2.410000e+00	3.702497e-01	4.131934e-01	1.411679e-01	1.795917e+00	2.405494e+00	1.268406e+00	
2.420000e+00	3.713355e-01	4.143757e-01	1.417933e-01	1.803522e+00	2.412165e+00	1.268644e+00	
2.430000e+00	3.724213e-01	4.155584e-01	1.424188e-01	1.811130e+00	2.418838e+00	1.268883e+00	
2.440000e+00	3.735071e-01	4.167414e-01	1.430446e-01	1.818740e+00	2.425513e+00	1.269122e+00	
2.450000e+00	3.745928e-01	4.179247e-01	1.436706e-01	1.826353e+00	2.432190e+00	1.269360e+00	
2.460000e+00	3.756786e-01	4.191083e-01	1.442967e-01	1.833968e+00	2.438869e+00	1.269599e+00	
2.470000e+00	3.767644e-01	4.202923e-01	1.449231e-01	1.841585e+00	2.445551e+00	1.269838e+00	
2.480000e+00	3.778502e-01	4.214766e-01	1.455496e-01	1.849204e+00	2.452234e+00	1.270077e+00	
2.490000e+00	3.789359e-01	4.226613e-01	1.461763e-01	1.856826e+00	2.458919e+00	1.270316e+00	
2.500000e+00	3.800217e-01	4.238463e-01	1.468033e-01	1.864450e+00	2.465607e+00	1.270555e+00	
2.510000e+00	3.811075e-01	4.250317e-01	1.474304e-01	1.872077e+00	2.472296e+00	1.270794e+00	
2.520000e+00	3.821933e-01	4.262174e-01	1.480577e-01	1.879706e+00	2.478987e+00	1.271034e+00	
2.530000e+00	3.832790e-01	4.274034e-01	1.486852e-01	1.887337e+00	2.485681e+00	1.271273e+00	
2.540000e+00	3.843648e-01	4.285898e-01	1.493129e-01	1.894970e+00	2.492376e+00	1.271512e+00	
2.550000e+00	3.854506e-01	4.297765e-01	1.499408e-01	1.902606e+00	2.499074e+00	1.271752e+00	
2.560000e+00	3.865364e-01	4.309636e-01	1.505688e-01	1.910244e+00	2.505773e+00	1.271992e+00	
2.570000e+00	3.876221e-01	4.321510e-01	1.511971e-01	1.917885e+00	2.512475e+00	1.272232e+00	
2.580000e+00	3.887079e-01	4.333388e-01	1.518256e-01	1.925528e+00	2.519179e+00	1.272471e+00	
2.590000e+00	3.897937e-01	4.345269e-01	1.524543e-01	1.933173e+00	2.525884e+00	1.272711e+00	
2.600000e+00	3.908795e-01	4.357153e-01	1.530831e-01	1.940820e+00	2.532592e+00	1.272951e+00	
2.610000e+00	3.919653e-01	4.369041e-01	1.537122e-01	1.948470e+00	2.539302e+00	1.273192e+00	
2.620000e+00	3.930510e-01	4.380933e-01	1.543414e-01	1.956123e+00	2.546014e+00	1.273432e+00	
2.630000e+00	3.941368e-01	4.392828e-01	1.549709e-01	1.963777e+00	2.552728e+00	1.273672e+00	
2.640000e+00	3.952226e-01	4.404726e-01	1.556005e-01	1.971434e+00	2.559444e+00	1.273912e+00	
2.650000e+00	3.963084e-01	4.416628e-01	1.562303e-01	1.979094e+00	2.566162e+00	1.274153e+00	
2.660000e+00	3.973941e-01	4.428533e-01	1.568603e-01	1.986755e+00	2.572882e+00	1.274394e+00	
2.670000e+00	3.984799e-01	4.440442e-01	1.574906e-01	1.994419e+00	2.579604e+00	1.274634e+00	
2.680000e+00	3.995657e-01	4.452354e-01	1.581210e-01	2.002086e+00	2.586328e+00	1.274875e+00	
2.690000e+00	4.006515e-01	4.464270e-01	1.587516e-01	2.009754e+00	2.593054e+00	1.275116e+00	
2.700000e+00	4.017372e-01	4.476189e-01	1.593824e-01	2.017426e+00	2.599783e+00	1.275357e+00	
2.710000e+00	4.028230e-01	4.488112e-01	1.600134e-01	2.025099e+00	2.606513e+00	1.275598e+00	
2.720000e+00	4.039088e-01	4.500039e-01	1.606446e-01	2.032775e+00	2.613246e+00	1.275839e+00	
2.730000e+00	4.049946e-01	4.511968e-01	1.612760e-01	2.040453e+00	2.619980e+00	1.276080e+00	
2.740000e+00	4.060803e-01	4.523902e-01	1.619076e-01	2.048134e+00	2.626717e+00	1.276321e+00	
2.750000e+00	4.071661e-01	4.535838e-01	1.625393e-01	2.055817e+00	2.633455e+00	1.276563e+00	
2.760000e+00	4.082519e-01	4.547779e-01	1.631713e-01	2.063502e+00	2.640196e+00	1.276804e+00	
2.770000e+00	4.093377e-01	4.559723e-01	1.638035e-01	2.071190e+00	2.646939e+00	1.277046e+00	
2.780000e+00	4.104235e-01	4.571670e-01	1.644359e-01	2.078880e+00	2.653683e+00	1.277288e+00	
2.790000e+00	4.115092e-01	4.583621e-01	1.650684e-01	2.086572e+00	2.660430e+00	1.277529e+00	
2.800000e+00	4.125950e-01	4.595575e-01	1.657012e-01	2.094267e+00	2.667179e+00	1.277771e+00	
2.810000e+00	4.136808e-01	4.607533e-01	1.663342e-01	2.101964e+00	2.673930e+00	1.278013e+00	
2.820000e+00	4.147666e-01	4.619495e-01	1.669673e-01	2.109664e+00	2.680684e+00	1.278255e+00	
2.830000e+00	4.158523e-01	4.631460e-01	1.676007e-01	2.117366e+00	2.687439e+00	1.278497e+00	
2.840000e+00	4.169381e-01	4.643429e-01	1.682342e-01	2.125070e+00	2.694196e+00	1.278740e+00	
2.850000e+00	4.180239e-01	4.655401e-01	1.688680e-01	2.132777e+00	2.700955e+00	1.278982e+00	
2.860000e+00	4.191097e-01	4.667377e-01	1.695019e-01	2.140486e+00	2.707717e+00	1.279224e+00	
2.870000e+00	4.201954e-01	4.679356e-01	1.701361e-01	2.148198e+00	2.714480e+00	1.279467e+00	
2.880000e+00	4.212812e-01	4.691339e-01	1.707704e-01	2.155912e+00	2.721246e+00	1.279709e+00	
2.890000e+00	4.223670e-01	4.703325e-01	1.714049e-01	2.163628e+00	2.728014e+00	1.279952e+00	
2.900000e+00	4.234528e-01	4.715315e-01	1.720397e-01	2.171347e+00	2.734783e+00	1.280195e+00	
2.910000e+00	4.245385e-01	4.727309e-01	1.726746e-01	2.179068e+00	2.741555e+00	1.280438e+00	
2.920000e+00	4.256243e-01	4.739306e-01	1.733097e-01	2.186791e+00	2.748329e+00	1.280681e+00	
2.930000e+00	4.267101e-01	4.751307e-01	1.739450e-01	2.194517e+00	2.755105e+00	1.280924e+00	
2.940000e+00	4.277959e-01	4.763311e-01	1.745806e-01	2.202245e+00	2.761883e+00	1.281167e+00	
2.950000e+00	4.288817e-01	4.775319e-01	1.752163e-01	2.209976e+00	2.768663e+00	1.281410e+00	
2.960000e+00	4.299674e-01	4.787330e-01	1.758522e-01	2.217709e+00	2.775446e+00	1.281653e+00	
2.970000e+00	4.310532e-01	4.799346e-01	1.764883e-01	2.225445e+00	2.782230e+00	1.281897e+00	
2.980000e+00	4.321390e-01	4.811364e-01	1.771246e-01	2.233183e+00	2.789017e+00	1.282140e+00	
2.990000e+00	4.332248e-01	4.823387e-01	1.777612e-01	2.240923e+00	2.795805e+00	1.282384e+00	
3.000000e+00	4.343105e-01	4.835412e-01	1.783979e-01	2.248666e+00	2.802596e+00	1.282628e+00	
3.010000e+00	4.353963e-01	4.847442e-01	1.790348e-01	2.256411e+00	2.809389e+00	1.282872e+00	
3.020000e+00	4.364821e-01	4.859475e-01	1.796719e-01	2.264158e+00	2.816184e+00	1.283115e+00	
3.030000e+00	4.375679e-01	4.871512e-01	1.803092e-01	2.271908e+00	2.822981e+00	1.283359e+00	
3.040000e+00	4.386536e-01	4.883552e-01	1.809467e-01	2.279661e+00	2.829780e+00	1.283603e+00	
3.050000e+00	4.397394e-01	4.895596e-01	1.815844e-01	2.287415e+00	2.836581e+00	1.283848e+00	
3.060000e+00	4.408252e-01	4.907644e-01	1.822223e-01	2.295173e+00	2.843384e+00	1.284092e+00	
3.070000e+00	4.419110e-01	4.919695e-01	1.828605e-01	2.302932e+00	2.850190e+00	1.284336e+00	
3.080000e+00	4.429967e-01	4.931750e-01	1.834988e-01	2.310694e+00	2.856997e+00	1.284581e+00	
3.090000e+00	4.440825e-01	4.943809e-01	1.841373e-01	2.318459e+00	2.863807e+00	1.284825e+00	
3.100000e+00	4.451683e-01	4.955871e-01	1.847760e-01	2.326226e+00	2.870618e+00	1.285070e+00	
3.110000e+00	4.462541e-01	4.967937e-01	1.854149e-01	2.333995e+00	2.877432e+00	1.285315e+00	
3.120000e+00	4.473398e-01	4.980006e-01	1.860540e-01	2.341767e+00	2.884248e+00	1.285559e+00	
3.130000e+00	4.484256e-01	4.992079e-01	1.866933e-01	2.349541e+00	2.891066e+00	1.285804e+00	
3.140000e+00	4.495114e-01	5.004156e-01	1.873328e-01	2.357317e+00	2.897886e+00	1.286049e+00	
3.150000e+00	4.505972e-01	5.016236e-01	1.879725e-01	2.365096e+00	2.904709e+00	1.286294e+00	
3.160000e+00	4.516830e-01	5.028320e-01	1.886124e-01	2.372878e+00	2.911533e+00	1.286540e+00	
3.170000e+00	4.527687e-01	5.040408e-01	1.892526e-01	2.380662e+00	2.918360e+00	1.286785e+00	
3.180000e+00	4.538545e-01	5.052499e-01	1.898929e-01	2.388448e+00	2.925188e+00	1.287030e+00	
3.190000e+00	4.549403e-01	5.064594e-01	1.905334e-01	2.396237e+00	2.932019e+00	1.287276e+00	
3.200000e+00	4.560261e-01	5.076693e-01	1.911741e-01	2.404028e+00	2.938852e+00	1.287521e+00	
3.210000e+00	4.571118e-01	5.088796e-01	1.918150e-01	2.411822e+00	2.945687e+00	1.287767e+00	
3.220000e+00	4.581976e-01	5.100902e-01	1.924561e-01	2.419618e+00	2.952524e+00	1.288013e+00	
3.230000e+00	4.592834e-01	5.113012e-01	1.930974e-01	2.427416e+00	2.959363e+00	1.288259e+00	
3.240000e+00	4.603692e-01	5.125125e-01	1.937390e-01	2.435217e+00	2.966205e+00	1.288504e+00	
3.250000e+00	4.614549e-01	5.137242e-01	1.943807e-01	2.443021e+00	2.973048e+00	1.288750e+00	
3.260000e+00	4.625407e-01	5.149363e-01	1.950226e-01	2.450827e+00	2.979894e+00	1.288997e+00	
3.270000e+00	4.636265e-01	5.161487e-01	1.956647e-01	2.458635e+00	2.986742e+00	1.289243e+00	
3.280000e+00	4.647123e-01	5.173616e-01	1.963071e-01	2.466446e+00	2.993592e+00	1.289489e+00	
3.290000e+00	4.657980e-01	5.185748e-01	1.969496e-01	2.474259e+00	3.000444e+00	1.289736e+00	
3.300000e+00	4.668838e-01	5.197883e-01	1.975923e-01	2.482075e+00	3.007298e+00	1.289982e+00	
3.310000e+00	4.679696e-01	5.210023e-01	1.982353e-01	2.489893e+00	3.014154e+00	1.290229e+00	
3.320000e+00	4.690554e-01	5.222166e-01	1.988784e-01	2.497713e+00	3.021013e+00	1.290475e+00	
3.330000e+00	4.701412e-01	5.234312e-01	1.995217e-01	2.505536e+00	3.027873e+00	1.290722e+00	
3.340000e+00	4.712269e-01	5.246463e-01	2.001653e-01	2.513362e+00	3.034736e+00	1.290969e+00	
3.350000e+00	4.723127e-01	5.258617e-01	2.008090e-01	2.521190e+00	3.041601e+00	1.291216e+00	
3.360000e+00	4.733985e-01	5.270775e-01	2.014530e-01	2.529020e+00	3.048468e+00	1.291463e+00	
3.370000e+00	4.744843e-01	5.282937e-01	2.020971e-01	2.536853e+00	3.055337e+00	1.291710e+00	
3.380000e+00	4.755700e-01	5.295102e-01	2.027415e-01	2.544688e+00	3.062208e+00	1.291958e+00	
3.390000e+00	4.766558e-01	5.307271e-01	2.033860e-01	2.552526e+00	3.069082e+00	1.292205e+00	
3.400000e+00	4.777416e-01	5.319444e-01	2.040308e-01	2.560367e+00	3.075958e+00	1.292452e+00	
3.410000e+00	4.788274e-01	5.331621e-01	2.046758e-01	2.568209e+00	3.082835e+00	1.292700e+00	
3.420000e+00	4.799131e-01	5.343801e-01	2.053209e-01	2.576055e+00	3.089715e+00	1.292947e+00	
3.430000e+00	4.809989e-01	5.355985e-01	2.059663e-01	2.583902e+00	3.096597e+00	1.293195e+00	
3.440000e+00	4.820847e-01	5.368173e-01	2.066119e-01	2.591752e+00	3.103481e+00	1.293443e+00	
3.450000e+00	4.831705e-01	5.380364e-01	2.072577e-01	2.599605e+00	3.110368e+00	1.293691e+00	
3.460000e+00	4.842562e-01	5.392560e-01	2.079037e-01	2.607460e+00	3.117256e+00	1.293939e+00	
3.470000e+00	4.853420e-01	5.404759e-01	2.085499e-01	2.615318e+00	3.124147e+00	1.294187e+00	
3.480000e+00	4.864278e-01	5.416961e-01	2.091962e-01	2.623178e+00	3.131040e+00	1.294435e+00	
3.490000e+00	4.875136e-01	5.429168e-01	2.098428e-01	2.631041e+00	3.137935e+00	1.294684e+00	
3.500000e+00	4.885993e-01	5.441378e-01	2.104897e-01	2.638906e+00	3.144832e+00	1.294932e+00	
3.510000e+00	4.896851e-01	5.453592e-01	2.111367e-01	2.646773e+00	3.151731e+00	1.295181e+00	
3.520000e+00	4.907709e-01	5.465810e-01	2.117839e-01	2.654643e+00	3.158633e+00	1.295429e+00	
3.530000e+00	4.918567e-01	5.478032e-01	2.124313e-01	2.662516e+00	3.165537e+00	1.295678e+00	
3.540000e+00	4.929425e-01	5.490257e-01	2.130789e-01	2.670391e+00	3.172442e+00	1.295927e+00	
3.550000e+00	4.940282e-01	5.502487e-01	2.137267e-01	2.678268e+00	3.179350e+00	1.296175e+00	
3.560000e+00	4.951140e-01	5.514720e-01	2.143748e-01	2.686148e+00	3.186261e+00	1.296424e+00	
3.570000e+00	4.961998e-01	5.526956e-01	2.150230e-01	2.694031e+00	3.193173e+00	1.296673e+00	
3.580000e+00	4.972856e-01	5.539197e-01	2.156715e-01	2.701916e+00	3.200087e+00	1.296923e+00	
3.590000e+00	4.983713e-01	5.551441e-01	2.163201e-01	2.709803e+00	3.207004e+00	1.297172e+00	
3.600000e+00	4.994571e-01	5.563689e-01	2.169690e-01	2.717693e+00	3.213923e+00	1.297421e+00	
3.610000e+00	5.005429e-01	5.575941e-01	2.176181e-01	2.725586e+00	3.220844e+00	1.297671e+00	
3.620000e+00	5.016287e-01	5.588197e-01	2.182673e-01	2.733481e+00	3.227767e+00	1.297920e+00	
3.630000e+00	5.027144e-01	5.600457e-01	2.189168e-01	2.741378e+00	3.234693e+00	1.298170e+00	
3.640000e+00	5.038002e-01	5.612720e-01	2.195665e-01	2.749278e+00	3.241620e+00	1.298420e+00	
3.650000e+00	5.048860e-01	5.624987e-01	2.202164e-01	2.757181e+00	3.248550e+00	1.298669e+00	
3.660000e+00	5.059718e-01	5.637258e-01	2.208665e-01	2.765086e+00	3.255482e+00	1.298919e+00	
3.670000e+00	5.070575e-01	5.649533e-01	2.215168e-01	2.772993e+00	3.262416e+00	1.299169e+00	
3.680000e+00	5.081433e-01	5.661812e-01	2.221673e-01	2.780903e+00	3.269352e+00	1.299420e+00	
3.690000e+00	5.092291e-01	5.674094e-01	2.228180e-01	2.788816e+00	3.276291e+00	1.299670e+00	
3.700000e+00	5.103149e-01	5.686380e-01	2.234689e-01	2.796731e+00	3.283231e+00	1.299920e+00	
3.710000e+00	5.114007e-01	5.698670e-01	2.241201e-01	2.804649e+00	3.290174e+00	1.300171e+00	
3.720000e+00	5.124864e-01	5.710964e-01	2.247714e-01	2.812569e+00	3.297119e+00	1.300421e+00	
3.730000e+00	5.135722e-01	5.723262e-01	2.254230e-01	2.820491e+00	3.304067e+00	1.300672e+00	
3.740000e+00	5.146580e-01	5.735563e-01	2.260747e-01	2.828417e+00	3.311016e+00	1.300922e+00	
3.750000e+00	5.157438e-01	5.747869e-01	2.267267e-01	2.836344e+00	3.317968e+00	1.301173e+00	
3.760000e+00	5.168295e-01	5.760178e-01	2.273789e-01	2.844275e+00	3.324921e+00	1.301424e+00	
3.770000e+00	5.179153e-01	5.772491e-01	2.280312e-01	2.852207e+00	3.331878e+00	1.301675e+00	
3.780000e+00	5.190011e-01	5.784808e-01	2.286838e-01	2.860142e+00	3.338836e+00	1.301926e+00	
3.790000e+00	5.200869e-01	5.797129e-01	2.293366e-01	2.868080e+00	3.345796e+00	1.302177e+00	
3.800000e+00	5.211726e-01	5.809453e-01	2.299896e-01	2.876021e+00	3.352759e+00	1.302429e+00	
3.810000e+00	5.222584e-01	5.821782e-01	2.306428e-01	2.883963e+00	3.359724e+00	1.302680e+00	
3.820000e+00	5.233442e-01	5.834114e-01	2.312963e-01	2.891909e+00	3.366691e+00	1.302931e+00	
