myogrs	myogrs	kod	nod	vud	mdflw	rbf	
6.300000e-02	3.148426e-02	4.117079e+00	2.064064e+00	2.521915e+01	2.369438e+01	3.615714e+00	
6.400000e-02	3.198401e-02	4.117079e+00	2.064064e+00	2.521915e+01	2.369438e+01	3.615714e+00	
6.500000e-02	3.248376e-02	4.117079e+00	2.064064e+00	2.521915e+01	2.369438e+01	3.615714e+00	
6.600000e-02	3.298351e-02	4.117079e+00	2.064064e+00	2.521915e+01	2.369438e+01	3.615714e+00	
6.700000e-02	3.348326e-02	4.117079e+00	2.064064e+00	2.521915e+01	2.369438e+01	3.615714e+00	
6.800000e-02	3.398301e-02	4.117079e+00	2.064064e+00	2.521915e+01	2.369438e+01	3.615714e+00	
6.900000e-02	3.448276e-02	4.117079e+00	2.064064e+00	2.521915e+01	2.369438e+01	3.615714e+00	
7.000000e-02	3.498251e-02	4.117079e+00	2.064064e+00	2.521915e+01	2.369438e+01	3.615714e+00	
7.100000e-02	3.548226e-02	4.117079e+00	2.064064e+00	2.521915e+01	2.369438e+01	3.615714e+00	
7.200000e-02	3.598201e-02	4.117079e+00	2.064064e+00	2.521915e+01	2.369438e+01	3.615714e+00	
7.300000e-02	3.648176e-02	4.109439e+00	2.060168e+00	2.517161e+01	2.364986e+01	3.612469e+00	
7.400000e-02	3.698151e-02	4.097516e+00	2.054087e+00	2.509742e+01	2.358039e+01	3.607404e+00	
7.500000e-02	3.748126e-02	4.085625e+00	2.048022e+00	2.502343e+01	2.351110e+01	3.602354e+00	
7.600000e-02	3.798101e-02	4.073767e+00	2.041974e+00	2.494964e+01	2.344200e+01	3.597318e+00	
7.700000e-02	3.848076e-02	4.061940e+00	2.035942e+00	2.487605e+01	2.337309e+01	3.592296e+00	
7.800000e-02	3.898051e-02	4.050146e+00	2.029927e+00	2.480266e+01	2.330437e+01	3.587288e+00	
7.900000e-02	3.948026e-02	4.038383e+00	2.023928e+00	2.472947e+01	2.323583e+01	3.582294e+00	
8.000000e-02	3.998001e-02	4.026652e+00	2.017945e+00	2.465647e+01	2.316748e+01	3.577313e+00	
8.100000e-02	4.047976e-02	4.014952e+00	2.011978e+00	2.458367e+01	2.309931e+01	3.572347e+00	
8.200000e-02	4.097951e-02	4.003284e+00	2.006027e+00	2.451107e+01	2.303132e+01	3.567394e+00	
8.300000e-02	4.147926e-02	3.991647e+00	2.000092e+00	2.443866e+01	2.296351e+01	3.562455e+00	
8.400000e-02	4.197901e-02	3.980041e+00	1.994173e+00	2.436644e+01	2.289589e+01	3.557530e+00	
8.500000e-02	4.247876e-02	3.968467e+00	1.988269e+00	2.429442e+01	2.282844e+01	3.552618e+00	
8.600000e-02	4.297851e-02	3.956923e+00	1.982382e+00	2.422259e+01	2.276118e+01	3.547720e+00	
8.700000e-02	4.347826e-02	3.945410e+00	1.976510e+00	2.415095e+01	2.269409e+01	3.542835e+00	
8.800000e-02	4.397801e-02	3.933927e+00	1.970653e+00	2.407950e+01	2.262719e+01	3.537964e+00	
8.900000e-02	4.447776e-02	3.922475e+00	1.964813e+00	2.400824e+01	2.256046e+01	3.533106e+00	
9.000000e-02	4.497751e-02	3.911053e+00	1.958987e+00	2.393717e+01	2.249391e+01	3.528262e+00	
9.100000e-02	4.547726e-02	3.899662e+00	1.953178e+00	2.386628e+01	2.242753e+01	3.523431e+00	
9.200000e-02	4.597701e-02	3.888300e+00	1.947383e+00	2.379559e+01	2.236133e+01	3.518612e+00	
9.300000e-02	4.647676e-02	3.876969e+00	1.941604e+00	2.372508e+01	2.229531e+01	3.513808e+00	
9.400000e-02	4.697651e-02	3.865667e+00	1.935840e+00	2.365476e+01	2.222945e+01	3.509016e+00	
9.500000e-02	4.747626e-02	3.854396e+00	1.930091e+00	2.358462e+01	2.216378e+01	3.504237e+00	
9.600000e-02	4.797601e-02	3.843154e+00	1.924357e+00	2.351467e+01	2.209827e+01	3.499471e+00	
9.700000e-02	4.847576e-02	3.831941e+00	1.918639e+00	2.344490e+01	2.203294e+01	3.494719e+00	
9.800000e-02	4.897551e-02	3.820758e+00	1.912935e+00	2.337531e+01	2.196777e+01	3.489979e+00	
9.900000e-02	4.947526e-02	3.809604e+00	1.907246e+00	2.330591e+01	2.190278e+01	3.485252e+00	
1.000000e-01	4.997501e-02	3.798479e+00	1.901573e+00	2.323668e+01	2.183796e+01	3.480537e+00	
1.010000e-01	5.047476e-02	3.787383e+00	1.895913e+00	2.316764e+01	2.177331e+01	3.475836e+00	
1.020000e-01	5.097451e-02	3.776316e+00	1.890269e+00	2.309878e+01	2.170882e+01	3.471147e+00	
1.030000e-01	5.147426e-02	3.765278e+00	1.884640e+00	2.303009e+01	2.164451e+01	3.466471e+00	
1.040000e-01	5.197401e-02	3.754269e+00	1.879025e+00	2.296159e+01	2.158036e+01	3.461807e+00	
1.050000e-01	5.247376e-02	3.743288e+00	1.873424e+00	2.289326e+01	2.151637e+01	3.457156e+00	
1.060000e-01	5.297351e-02	3.732335e+00	1.867838e+00	2.282511e+01	2.145256e+01	3.452517e+00	
1.070000e-01	5.347326e-02	3.721411e+00	1.862267e+00	2.275714e+01	2.138890e+01	3.447891e+00	
1.080000e-01	5.397301e-02	3.710515e+00	1.856710e+00	2.268934e+01	2.132542e+01	3.443277e+00	
1.090000e-01	5.447276e-02	3.699647e+00	1.851167e+00	2.262171e+01	2.126209e+01	3.438676e+00	
1.100000e-01	5.497251e-02	3.688808e+00	1.845638e+00	2.255426e+01	2.119893e+01	3.434087e+00	
1.110000e-01	5.547226e-02	3.677996e+00	1.840124e+00	2.248699e+01	2.113593e+01	3.429510e+00	
1.120000e-01	5.597201e-02	3.667212e+00	1.834624e+00	2.241988e+01	2.107309e+01	3.424945e+00	
1.130000e-01	5.647176e-02	3.656455e+00	1.829138e+00	2.235295e+01	2.101042e+01	3.420392e+00	
1.140000e-01	5.697151e-02	3.645726e+00	1.823666e+00	2.228619e+01	2.094790e+01	3.415852e+00	
1.150000e-01	5.747126e-02	3.635024e+00	1.818208e+00	2.221960e+01	2.088555e+01	3.411323e+00	
1.160000e-01	5.797101e-02	3.624350e+00	1.812764e+00	2.215318e+01	2.082335e+01	3.406807e+00	
1.170000e-01	5.847076e-02	3.613703e+00	1.807334e+00	2.208693e+01	2.076131e+01	3.402302e+00	
1.180000e-01	5.897051e-02	3.603083e+00	1.801917e+00	2.202085e+01	2.069943e+01	3.397809e+00	
1.190000e-01	5.947026e-02	3.592490e+00	1.796515e+00	2.195494e+01	2.063771e+01	3.393328e+00	
1.200000e-01	5.997001e-02	3.581924e+00	1.791126e+00	2.188919e+01	2.057614e+01	3.388859e+00	
1.210000e-01	6.046977e-02	3.571385e+00	1.785751e+00	2.182361e+01	2.051473e+01	3.384402e+00	
1.220000e-01	6.096952e-02	3.560873e+00	1.780389e+00	2.175820e+01	2.045348e+01	3.379957e+00	
1.230000e-01	6.146927e-02	3.550387e+00	1.775041e+00	2.169295e+01	2.039238e+01	3.375523e+00	
1.240000e-01	6.196902e-02	3.539927e+00	1.769707e+00	2.162787e+01	2.033144e+01	3.371100e+00	
1.250000e-01	6.246877e-02	3.529494e+00	1.764386e+00	2.156295e+01	2.027064e+01	3.366690e+00	
1.260000e-01	6.296852e-02	3.519087e+00	1.759078e+00	2.149819e+01	2.021001e+01	3.362291e+00	
1.270000e-01	6.346827e-02	3.508706e+00	1.753784e+00	2.143360e+01	2.014952e+01	3.357903e+00	
1.280000e-01	6.396802e-02	3.498352e+00	1.748503e+00	2.136917e+01	2.008918e+01	3.353527e+00	
1.290000e-01	6.446777e-02	3.488023e+00	1.743235e+00	2.130490e+01	2.002900e+01	3.349162e+00	
1.300000e-01	6.496752e-02	3.477720e+00	1.737980e+00	2.124079e+01	1.996897e+01	3.344808e+00	
1.310000e-01	6.546727e-02	3.467443e+00	1.732739e+00	2.117684e+01	1.990909e+01	3.340466e+00	
1.320000e-01	6.596702e-02	3.457192e+00	1.727510e+00	2.111305e+01	1.984935e+01	3.336135e+00	
1.330000e-01	6.646677e-02	3.446966e+00	1.722295e+00	2.104942e+01	1.978977e+01	3.331815e+00	
1.340000e-01	6.696652e-02	3.436765e+00	1.717092e+00	2.098595e+01	1.973033e+01	3.327507e+00	
1.350000e-01	6.746627e-02	3.426590e+00	1.711903e+00	2.092264e+01	1.967105e+01	3.323209e+00	
1.360000e-01	6.796602e-02	3.416440e+00	1.706726e+00	2.085948e+01	1.961191e+01	3.318923e+00	
1.370000e-01	6.846577e-02	3.406316e+00	1.701563e+00	2.079648e+01	1.955291e+01	3.314647e+00	
1.380000e-01	6.896552e-02	3.396216e+00	1.696412e+00	2.073364e+01	1.949406e+01	3.310383e+00	
1.390000e-01	6.946527e-02	3.386141e+00	1.691273e+00	2.067095e+01	1.943536e+01	3.306130e+00	
1.400000e-01	6.996502e-02	3.376091e+00	1.686148e+00	2.060841e+01	1.937680e+01	3.301887e+00	
1.410000e-01	7.046477e-02	3.366066e+00	1.681035e+00	2.054603e+01	1.931839e+01	3.297656e+00	
1.420000e-01	7.096452e-02	3.356066e+00	1.675934e+00	2.048381e+01	1.926012e+01	3.293435e+00	
1.430000e-01	7.146427e-02	3.346090e+00	1.670847e+00	2.042174e+01	1.920199e+01	3.289225e+00	
1.440000e-01	7.196402e-02	3.336139e+00	1.665771e+00	2.035981e+01	1.914401e+01	3.285026e+00	
1.450000e-01	7.246377e-02	3.326212e+00	1.660708e+00	2.029804e+01	1.908617e+01	3.280837e+00	
1.460000e-01	7.296352e-02	3.316309e+00	1.655658e+00	2.023643e+01	1.902847e+01	3.276660e+00	
1.470000e-01	7.346327e-02	3.306431e+00	1.650620e+00	2.017496e+01	1.897091e+01	3.272492e+00	
1.480000e-01	7.396302e-02	3.296577e+00	1.645594e+00	2.011364e+01	1.891349e+01	3.268336e+00	
1.490000e-01	7.446277e-02	3.286747e+00	1.640580e+00	2.005247e+01	1.885621e+01	3.264190e+00	
1.500000e-01	7.496252e-02	3.276940e+00	1.635579e+00	1.999145e+01	1.879907e+01	3.260054e+00	
1.510000e-01	7.546227e-02	3.267158e+00	1.630590e+00	1.993058e+01	1.874207e+01	3.255929e+00	
1.520000e-01	7.596202e-02	3.257399e+00	1.625613e+00	1.986986e+01	1.868521e+01	3.251814e+00	
1.530000e-01	7.646177e-02	3.247664e+00	1.620648e+00	1.980929e+01	1.862848e+01	3.247710e+00	
1.540000e-01	7.696152e-02	3.237952e+00	1.615694e+00	1.974886e+01	1.857190e+01	3.243616e+00	
1.550000e-01	7.746127e-02	3.228264e+00	1.610753e+00	1.968857e+01	1.851545e+01	3.239532e+00	
1.560000e-01	7.796102e-02	3.218599e+00	1.605824e+00	1.962844e+01	1.845913e+01	3.235459e+00	
1.570000e-01	7.846077e-02	3.208958e+00	1.600907e+00	1.956844e+01	1.840295e+01	3.231396e+00	
1.580000e-01	7.896052e-02	3.199340e+00	1.596002e+00	1.950860e+01	1.834691e+01	3.227343e+00	
1.590000e-01	7.946027e-02	3.189745e+00	1.591108e+00	1.944889e+01	1.829100e+01	3.223300e+00	
1.600000e-01	7.996002e-02	3.180173e+00	1.586226e+00	1.938933e+01	1.823523e+01	3.219268e+00	
1.610000e-01	8.045977e-02	3.170624e+00	1.581356e+00	1.932991e+01	1.817959e+01	3.215245e+00	
1.620000e-01	8.095952e-02	3.161098e+00	1.576497e+00	1.927064e+01	1.812408e+01	3.211232e+00	
1.630000e-01	8.145927e-02	3.151594e+00	1.571651e+00	1.921150e+01	1.806871e+01	3.207230e+00	
1.640000e-01	8.195902e-02	3.142114e+00	1.566815e+00	1.915251e+01	1.801347e+01	3.203237e+00	
1.650000e-01	8.245877e-02	3.132655e+00	1.561991e+00	1.909366e+01	1.795835e+01	3.199255e+00	
1.660000e-01	8.295852e-02	3.123220e+00	1.557179e+00	1.903495e+01	1.790338e+01	3.195282e+00	
1.670000e-01	8.345827e-02	3.113807e+00	1.552378e+00	1.897637e+01	1.784853e+01	3.191319e+00	
1.680000e-01	8.395802e-02	3.104416e+00	1.547589e+00	1.891794e+01	1.779381e+01	3.187366e+00	
1.690000e-01	8.445777e-02	3.095047e+00	1.542811e+00	1.885965e+01	1.773922e+01	3.183423e+00	
1.700000e-01	8.495752e-02	3.085701e+00	1.538044e+00	1.880149e+01	1.768476e+01	3.179489e+00	
1.710000e-01	8.545727e-02	3.076377e+00	1.533288e+00	1.874347e+01	1.763043e+01	3.175565e+00	
1.720000e-01	8.595702e-02	3.067075e+00	1.528544e+00	1.868559e+01	1.757623e+01	3.171651e+00	
1.730000e-01	8.645677e-02	3.057794e+00	1.523811e+00	1.862784e+01	1.752216e+01	3.167746e+00	
1.740000e-01	8.695652e-02	3.048536e+00	1.519089e+00	1.857023e+01	1.746821e+01	3.163852e+00	
1.750000e-01	8.745627e-02	3.039299e+00	1.514378e+00	1.851276e+01	1.741439e+01	3.159966e+00	
1.760000e-01	8.795602e-02	3.030085e+00	1.509679e+00	1.845542e+01	1.736070e+01	3.156090e+00	
1.770000e-01	8.845577e-02	3.020891e+00	1.504990e+00	1.839822e+01	1.730713e+01	3.152224e+00	
1.780000e-01	8.895552e-02	3.011720e+00	1.500312e+00	1.834115e+01	1.725369e+01	3.148367e+00	
1.790000e-01	8.945527e-02	3.002569e+00	1.495645e+00	1.828421e+01	1.720037e+01	3.144520e+00	
1.800000e-01	8.995502e-02	2.993440e+00	1.490990e+00	1.822741e+01	1.714718e+01	3.140682e+00	
1.810000e-01	9.045477e-02	2.984333e+00	1.486345e+00	1.817073e+01	1.709411e+01	3.136853e+00	
1.820000e-01	9.095452e-02	2.975246e+00	1.481710e+00	1.811420e+01	1.704117e+01	3.133033e+00	
1.830000e-01	9.145427e-02	2.966181e+00	1.477087e+00	1.805779e+01	1.698835e+01	3.129223e+00	
1.840000e-01	9.195402e-02	2.957137e+00	1.472474e+00	1.800151e+01	1.693565e+01	3.125422e+00	
1.850000e-01	9.245377e-02	2.948114e+00	1.467872e+00	1.794537e+01	1.688307e+01	3.121631e+00	
1.860000e-01	9.295352e-02	2.939112e+00	1.463281e+00	1.788935e+01	1.683062e+01	3.117848e+00	
1.870000e-01	9.345327e-02	2.930130e+00	1.458700e+00	1.783347e+01	1.677829e+01	3.114075e+00	
1.880000e-01	9.395302e-02	2.921170e+00	1.454130e+00	1.777771e+01	1.672608e+01	3.110311e+00	
1.890000e-01	9.445277e-02	2.912230e+00	1.449571e+00	1.772208e+01	1.667399e+01	3.106556e+00	
1.900000e-01	9.495252e-02	2.903310e+00	1.445022e+00	1.766658e+01	1.662201e+01	3.102810e+00	
1.910000e-01	9.545227e-02	2.894412e+00	1.440483e+00	1.761121e+01	1.657016e+01	3.099073e+00	
1.920000e-01	9.595202e-02	2.885533e+00	1.435955e+00	1.755597e+01	1.651843e+01	3.095345e+00	
1.930000e-01	9.645177e-02	2.876675e+00	1.431438e+00	1.750085e+01	1.646682e+01	3.091626e+00	
1.940000e-01	9.695152e-02	2.867838e+00	1.426930e+00	1.744586e+01	1.641532e+01	3.087916e+00	
1.950000e-01	9.745127e-02	2.859020e+00	1.422433e+00	1.739099e+01	1.636395e+01	3.084215e+00	
1.960000e-01	9.795102e-02	2.850223e+00	1.417947e+00	1.733625e+01	1.631269e+01	3.080522e+00	
1.970000e-01	9.845077e-02	2.841446e+00	1.413470e+00	1.728164e+01	1.626155e+01	3.076839e+00	
1.980000e-01	9.895052e-02	2.832689e+00	1.409004e+00	1.722715e+01	1.621052e+01	3.073164e+00	
1.990000e-01	9.945027e-02	2.823952e+00	1.404548e+00	1.717278e+01	1.615961e+01	3.069498e+00	
2.000000e-01	9.995002e-02	2.815235e+00	1.400102e+00	1.711854e+01	1.610882e+01	3.065841e+00	
2.010000e-01	1.004498e-01	2.806537e+00	1.395666e+00	1.706442e+01	1.605814e+01	3.062192e+00	
2.020000e-01	1.009495e-01	2.797860e+00	1.391240e+00	1.701043e+01	1.600758e+01	3.058552e+00	
2.030000e-01	1.014493e-01	2.789202e+00	1.386825e+00	1.695655e+01	1.595713e+01	3.054921e+00	
2.040000e-01	1.019490e-01	2.780563e+00	1.382419e+00	1.690280e+01	1.590680e+01	3.051299e+00	
2.050000e-01	1.024488e-01	2.771944e+00	1.378023e+00	1.684917e+01	1.585658e+01	3.047685e+00	
2.060000e-01	1.029485e-01	2.763345e+00	1.373637e+00	1.679566e+01	1.580647e+01	3.044079e+00	
2.070000e-01	1.034483e-01	2.754765e+00	1.369262e+00	1.674228e+01	1.575648e+01	3.040482e+00	
2.080000e-01	1.039480e-01	2.746204e+00	1.364895e+00	1.668901e+01	1.570660e+01	3.036894e+00	
2.090000e-01	1.044478e-01	2.737663e+00	1.360539e+00	1.663586e+01	1.565683e+01	3.033314e+00	
2.100000e-01	1.049475e-01	2.729141e+00	1.356193e+00	1.658283e+01	1.560717e+01	3.029742e+00	
2.110000e-01	1.054473e-01	2.720637e+00	1.351856e+00	1.652992e+01	1.555762e+01	3.026179e+00	
2.120000e-01	1.059470e-01	2.712153e+00	1.347529e+00	1.647713e+01	1.550819e+01	3.022624e+00	
2.130000e-01	1.064468e-01	2.703688e+00	1.343212e+00	1.642446e+01	1.545887e+01	3.019078e+00	
2.140000e-01	1.069465e-01	2.695242e+00	1.338904e+00	1.637190e+01	1.540965e+01	3.015540e+00	
2.150000e-01	1.074463e-01	2.686815e+00	1.334606e+00	1.631946e+01	1.536055e+01	3.012010e+00	
2.160000e-01	1.079460e-01	2.678406e+00	1.330317e+00	1.626714e+01	1.531155e+01	3.008488e+00	
2.170000e-01	1.084458e-01	2.670016e+00	1.326039e+00	1.621494e+01	1.526267e+01	3.004975e+00	
2.180000e-01	1.089455e-01	2.661645e+00	1.321769e+00	1.616285e+01	1.521389e+01	3.001470e+00	
2.190000e-01	1.094453e-01	2.653293e+00	1.317509e+00	1.611088e+01	1.516522e+01	2.997973e+00	
2.200000e-01	1.099450e-01	2.644959e+00	1.313259e+00	1.605902e+01	1.511666e+01	2.994484e+00	
2.210000e-01	1.104448e-01	2.636643e+00	1.309018e+00	1.600727e+01	1.506821e+01	2.991003e+00	
2.220000e-01	1.109445e-01	2.628346e+00	1.304786e+00	1.595565e+01	1.501986e+01	2.987530e+00	
2.230000e-01	1.114443e-01	2.620067e+00	1.300564e+00	1.590413e+01	1.497162e+01	2.984066e+00	
2.240000e-01	1.119440e-01	2.611806e+00	1.296350e+00	1.585273e+01	1.492349e+01	2.980609e+00	
2.250000e-01	1.124438e-01	2.603564e+00	1.292147e+00	1.580144e+01	1.487546e+01	2.977161e+00	
2.260000e-01	1.129435e-01	2.595339e+00	1.287952e+00	1.575027e+01	1.482754e+01	2.973720e+00	
2.270000e-01	1.134433e-01	2.587133e+00	1.283767e+00	1.569921e+01	1.477973e+01	2.970287e+00	
2.280000e-01	1.139430e-01	2.578945e+00	1.279591e+00	1.564826e+01	1.473202e+01	2.966863e+00	
2.290000e-01	1.144428e-01	2.570775e+00	1.275424e+00	1.559742e+01	1.468441e+01	2.963446e+00	
2.300000e-01	1.149425e-01	2.562622e+00	1.271266e+00	1.554669e+01	1.463691e+01	2.960037e+00	
2.310000e-01	1.154423e-01	2.554488e+00	1.267117e+00	1.549607e+01	1.458951e+01	2.956636e+00	
2.320000e-01	1.159420e-01	2.546371e+00	1.262978e+00	1.544557e+01	1.454222e+01	2.953242e+00	
2.330000e-01	1.164418e-01	2.538272e+00	1.258847e+00	1.539517e+01	1.449503e+01	2.949857e+00	
2.340000e-01	1.169415e-01	2.530190e+00	1.254725e+00	1.534489e+01	1.444794e+01	2.946479e+00	
2.350000e-01	1.174413e-01	2.522126e+00	1.250613e+00	1.529471e+01	1.440095e+01	2.943109e+00	
2.360000e-01	1.179410e-01	2.514080e+00	1.246509e+00	1.524464e+01	1.435407e+01	2.939746e+00	
2.370000e-01	1.184408e-01	2.506051e+00	1.242414e+00	1.519468e+01	1.430728e+01	2.936392e+00	
2.380000e-01	1.189405e-01	2.498039e+00	1.238328e+00	1.514483e+01	1.426060e+01	2.933044e+00	
2.390000e-01	1.194403e-01	2.490045e+00	1.234251e+00	1.509509e+01	1.421402e+01	2.929705e+00	
2.400000e-01	1.199400e-01	2.482068e+00	1.230182e+00	1.504545e+01	1.416754e+01	2.926373e+00	
2.410000e-01	1.204398e-01	2.474109e+00	1.226123e+00	1.499593e+01	1.412116e+01	2.923049e+00	
2.420000e-01	1.209395e-01	2.466166e+00	1.222072e+00	1.494650e+01	1.407488e+01	2.919732e+00	
2.430000e-01	1.214393e-01	2.458241e+00	1.218030e+00	1.489719e+01	1.402871e+01	2.916423e+00	
