cke	cke	kod	nod	vud	mdflw	rbf	
5.420000e+00	9.641434e-01	3.827025e-01	9.306690e-03	3.138531e-01	9.983964e-01	1.218516e+00	
5.430000e+00	9.681275e-01	3.856865e-01	9.306690e-03	3.155109e-01	9.983964e-01	1.218516e+00	
5.440000e+00	9.721116e-01	3.886867e-01	9.306690e-03	3.171777e-01	9.983964e-01	1.218516e+00	
5.450000e+00	9.760956e-01	3.917031e-01	9.306690e-03	3.188534e-01	9.983964e-01	1.218516e+00	
5.460000e+00	9.800797e-01	3.947357e-01	9.306690e-03	3.205382e-01	9.983964e-01	1.218516e+00	
5.470000e+00	9.840637e-01	3.977847e-01	9.306690e-03	3.222321e-01	9.983964e-01	1.218516e+00	
5.480000e+00	9.880478e-01	4.008501e-01	9.306690e-03	3.239351e-01	9.983964e-01	1.218516e+00	
5.490000e+00	9.920319e-01	4.039319e-01	9.306690e-03	3.256472e-01	9.983964e-01	1.218516e+00	
5.500000e+00	9.960159e-01	4.070302e-01	9.306690e-03	3.273685e-01	9.983964e-01	1.218516e+00	
5.510000e+00	1.000000e+00	4.101450e-01	9.306690e-03	3.290989e-01	9.983964e-01	1.218516e+00	
