amna	amna	kod	nod	vud	mdflw	rbf	
5.050000e-01	2.523738e-01	1.640434e-01	4.502544e-02	5.892508e-01	9.983964e-01	1.218516e+00	
5.060000e-01	2.528736e-01	1.640404e-01	4.496114e-02	5.885347e-01	9.983964e-01	1.218516e+00	
5.070000e-01	2.533733e-01	1.640374e-01	4.489684e-02	5.878186e-01	9.983964e-01	1.218516e+00	
5.080000e-01	2.538731e-01	1.640344e-01	4.483254e-02	5.871025e-01	9.983964e-01	1.218516e+00	
5.090000e-01	2.543728e-01	1.640314e-01	4.476824e-02	5.863863e-01	9.983964e-01	1.218516e+00	
5.100000e-01	2.548726e-01	1.640284e-01	4.470394e-02	5.856702e-01	9.983964e-01	1.218516e+00	
5.110000e-01	2.553723e-01	1.640254e-01	4.463964e-02	5.849541e-01	9.983964e-01	1.218516e+00	
5.120000e-01	2.558721e-01	1.640223e-01	4.457534e-02	5.842380e-01	9.983964e-01	1.218516e+00	
5.130000e-01	2.563718e-01	1.640193e-01	4.451103e-02	5.835218e-01	9.983964e-01	1.218516e+00	
5.140000e-01	2.568716e-01	1.640163e-01	4.444673e-02	5.828057e-01	9.983964e-01	1.218516e+00	
5.150000e-01	2.573713e-01	1.640132e-01	4.438243e-02	5.820895e-01	9.983964e-01	1.218516e+00	
5.160000e-01	2.578711e-01	1.640101e-01	4.431813e-02	5.813734e-01	9.983964e-01	1.218516e+00	
5.170000e-01	2.583708e-01	1.640071e-01	4.425383e-02	5.806572e-01	9.983964e-01	1.218516e+00	
5.180000e-01	2.588706e-01	1.640040e-01	4.418953e-02	5.799411e-01	9.983964e-01	1.218516e+00	
5.190000e-01	2.593703e-01	1.640009e-01	4.412523e-02	5.792249e-01	9.983964e-01	1.218516e+00	
5.200000e-01	2.598701e-01	1.639978e-01	4.406093e-02	5.785088e-01	9.983964e-01	1.218516e+00	
5.210000e-01	2.603698e-01	1.639947e-01	4.399663e-02	5.777926e-01	9.983964e-01	1.218516e+00	
5.220000e-01	2.608696e-01	1.639916e-01	4.393233e-02	5.770764e-01	9.983964e-01	1.218516e+00	
5.230000e-01	2.613693e-01	1.639885e-01	4.386803e-02	5.763602e-01	9.983964e-01	1.218516e+00	
5.240000e-01	2.618691e-01	1.639853e-01	4.380373e-02	5.756440e-01	9.983964e-01	1.218516e+00	
5.250000e-01	2.623688e-01	1.639822e-01	4.373943e-02	5.749279e-01	9.983964e-01	1.218516e+00	
5.260000e-01	2.628686e-01	1.639791e-01	4.367513e-02	5.742117e-01	9.983964e-01	1.218516e+00	
5.270000e-01	2.633683e-01	1.639759e-01	4.361083e-02	5.734955e-01	9.983964e-01	1.218516e+00	
5.280000e-01	2.638681e-01	1.639728e-01	4.354653e-02	5.727793e-01	9.983964e-01	1.218516e+00	
5.290000e-01	2.643678e-01	1.639696e-01	4.348223e-02	5.720631e-01	9.983964e-01	1.218516e+00	
5.300000e-01	2.648676e-01	1.639664e-01	4.341793e-02	5.713469e-01	9.983964e-01	1.218516e+00	
5.310000e-01	2.653673e-01	1.639632e-01	4.335363e-02	5.706306e-01	9.983964e-01	1.218516e+00	
5.320000e-01	2.658671e-01	1.639601e-01	4.328933e-02	5.699144e-01	9.983964e-01	1.218516e+00	
5.330000e-01	2.663668e-01	1.639569e-01	4.322503e-02	5.691982e-01	9.983964e-01	1.218516e+00	
5.340000e-01	2.668666e-01	1.639537e-01	4.316073e-02	5.684820e-01	9.983964e-01	1.218516e+00	
5.350000e-01	2.673663e-01	1.639504e-01	4.309643e-02	5.677657e-01	9.983964e-01	1.218516e+00	
5.360000e-01	2.678661e-01	1.639472e-01	4.303213e-02	5.670495e-01	9.983964e-01	1.218516e+00	
5.370000e-01	2.683658e-01	1.639440e-01	4.296783e-02	5.663333e-01	9.983964e-01	1.218516e+00	
5.380000e-01	2.688656e-01	1.639408e-01	4.290353e-02	5.656170e-01	9.983964e-01	1.218516e+00	
5.390000e-01	2.693653e-01	1.639375e-01	4.283923e-02	5.649008e-01	9.983964e-01	1.218516e+00	
5.400000e-01	2.698651e-01	1.639343e-01	4.277493e-02	5.641845e-01	9.983964e-01	1.218516e+00	
5.410000e-01	2.703648e-01	1.639310e-01	4.271063e-02	5.634683e-01	9.983964e-01	1.218516e+00	
5.420000e-01	2.708646e-01	1.639277e-01	4.264633e-02	5.627520e-01	9.983964e-01	1.218516e+00	
5.430000e-01	2.713643e-01	1.639244e-01	4.258203e-02	5.620357e-01	9.983964e-01	1.218516e+00	
5.440000e-01	2.718641e-01	1.639212e-01	4.251773e-02	5.613195e-01	9.983964e-01	1.218516e+00	
5.450000e-01	2.723638e-01	1.639179e-01	4.245343e-02	5.606032e-01	9.983964e-01	1.218516e+00	
5.460000e-01	2.728636e-01	1.639146e-01	4.238913e-02	5.598869e-01	9.983964e-01	1.218516e+00	
5.470000e-01	2.733633e-01	1.639112e-01	4.232483e-02	5.591706e-01	9.983964e-01	1.218516e+00	
5.480000e-01	2.738631e-01	1.639079e-01	4.226053e-02	5.584543e-01	9.983964e-01	1.218516e+00	
5.490000e-01	2.743628e-01	1.639046e-01	4.219623e-02	5.577380e-01	9.983964e-01	1.218516e+00	
5.500000e-01	2.748626e-01	1.639013e-01	4.213193e-02	5.570217e-01	9.983964e-01	1.218516e+00	
5.510000e-01	2.753623e-01	1.638979e-01	4.206763e-02	5.563054e-01	9.983964e-01	1.218516e+00	
5.520000e-01	2.758621e-01	1.638945e-01	4.200333e-02	5.555891e-01	9.983964e-01	1.218516e+00	
5.530000e-01	2.763618e-01	1.638912e-01	4.193903e-02	5.548728e-01	9.983964e-01	1.218516e+00	
5.540000e-01	2.768616e-01	1.638878e-01	4.187473e-02	5.541565e-01	9.983964e-01	1.218516e+00	
5.550000e-01	2.773613e-01	1.638844e-01	4.181043e-02	5.534401e-01	9.983964e-01	1.218516e+00	
5.560000e-01	2.778611e-01	1.638810e-01	4.174613e-02	5.527238e-01	9.983964e-01	1.218516e+00	
5.570000e-01	2.783608e-01	1.638776e-01	4.168183e-02	5.520075e-01	9.983964e-01	1.218516e+00	
5.580000e-01	2.788606e-01	1.638742e-01	4.161753e-02	5.512911e-01	9.983964e-01	1.218516e+00	
5.590000e-01	2.793603e-01	1.638708e-01	4.155323e-02	5.505748e-01	9.983964e-01	1.218516e+00	
5.600000e-01	2.798601e-01	1.638674e-01	4.148893e-02	5.498584e-01	9.983964e-01	1.218516e+00	
5.610000e-01	2.803598e-01	1.638640e-01	4.142463e-02	5.491421e-01	9.983964e-01	1.218516e+00	
5.620000e-01	2.808596e-01	1.638605e-01	4.136033e-02	5.484257e-01	9.983964e-01	1.218516e+00	
5.630000e-01	2.813593e-01	1.638571e-01	4.129603e-02	5.477094e-01	9.983964e-01	1.218516e+00	
5.640000e-01	2.818591e-01	1.638536e-01	4.123173e-02	5.469930e-01	9.983964e-01	1.218516e+00	
5.650000e-01	2.823588e-01	1.638501e-01	4.116743e-02	5.462766e-01	9.983964e-01	1.218516e+00	
5.660000e-01	2.828586e-01	1.638466e-01	4.110313e-02	5.455602e-01	9.983964e-01	1.218516e+00	
5.670000e-01	2.833583e-01	1.638432e-01	4.103883e-02	5.448439e-01	9.983964e-01	1.218516e+00	
5.680000e-01	2.838581e-01	1.638397e-01	4.097453e-02	5.441275e-01	9.983964e-01	1.218516e+00	
5.690000e-01	2.843578e-01	1.638361e-01	4.091023e-02	5.434111e-01	9.983964e-01	1.218516e+00	
5.700000e-01	2.848576e-01	1.638326e-01	4.084593e-02	5.426947e-01	9.983964e-01	1.218516e+00	
5.710000e-01	2.853573e-01	1.638291e-01	4.078162e-02	5.419783e-01	9.983964e-01	1.218516e+00	
5.720000e-01	2.858571e-01	1.638256e-01	4.071732e-02	5.412619e-01	9.983964e-01	1.218516e+00	
5.730000e-01	2.863568e-01	1.638220e-01	4.065302e-02	5.405454e-01	9.983964e-01	1.218516e+00	
5.740000e-01	2.868566e-01	1.638185e-01	4.058872e-02	5.398290e-01	9.983964e-01	1.218516e+00	
5.750000e-01	2.873563e-01	1.638149e-01	4.052442e-02	5.391126e-01	9.983964e-01	1.218516e+00	
5.760000e-01	2.878561e-01	1.638113e-01	4.046012e-02	5.383962e-01	9.983964e-01	1.218516e+00	
5.770000e-01	2.883558e-01	1.638077e-01	4.039582e-02	5.376797e-01	9.983964e-01	1.218516e+00	
5.780000e-01	2.888556e-01	1.638042e-01	4.033152e-02	5.369633e-01	9.983964e-01	1.218516e+00	
5.790000e-01	2.893553e-01	1.638005e-01	4.026722e-02	5.362468e-01	9.983964e-01	1.218516e+00	
5.800000e-01	2.898551e-01	1.637969e-01	4.020292e-02	5.355304e-01	9.983964e-01	1.218516e+00	
5.810000e-01	2.903548e-01	1.637933e-01	4.013862e-02	5.348139e-01	9.983964e-01	1.218516e+00	
5.820000e-01	2.908546e-01	1.637897e-01	4.007432e-02	5.340975e-01	9.983964e-01	1.218516e+00	
5.830000e-01	2.913543e-01	1.637860e-01	4.001002e-02	5.333810e-01	9.983964e-01	1.218516e+00	
5.840000e-01	2.918541e-01	1.637824e-01	3.994572e-02	5.326645e-01	9.983964e-01	1.218516e+00	
5.850000e-01	2.923538e-01	1.637787e-01	3.988142e-02	5.319480e-01	9.983964e-01	1.218516e+00	
5.860000e-01	2.928536e-01	1.637751e-01	3.981712e-02	5.312315e-01	9.983964e-01	1.218516e+00	
5.870000e-01	2.933533e-01	1.637714e-01	3.975282e-02	5.305151e-01	9.983964e-01	1.218516e+00	
5.880000e-01	2.938531e-01	1.637677e-01	3.968852e-02	5.297986e-01	9.983964e-01	1.218516e+00	
5.890000e-01	2.943528e-01	1.637640e-01	3.962422e-02	5.290821e-01	9.983964e-01	1.218516e+00	
5.900000e-01	2.948526e-01	1.637603e-01	3.955992e-02	5.283655e-01	9.983964e-01	1.218516e+00	
5.910000e-01	2.953523e-01	1.637566e-01	3.949562e-02	5.276490e-01	9.983964e-01	1.218516e+00	
5.920000e-01	2.958521e-01	1.637528e-01	3.943132e-02	5.269325e-01	9.983964e-01	1.218516e+00	
5.930000e-01	2.963518e-01	1.637491e-01	3.936702e-02	5.262160e-01	9.983964e-01	1.218516e+00	
5.940000e-01	2.968516e-01	1.637453e-01	3.930272e-02	5.254995e-01	9.983964e-01	1.218516e+00	
5.950000e-01	2.973513e-01	1.637416e-01	3.923842e-02	5.247829e-01	9.983964e-01	1.218516e+00	
5.960000e-01	2.978511e-01	1.637378e-01	3.917412e-02	5.240664e-01	9.983964e-01	1.218516e+00	
5.970000e-01	2.983508e-01	1.637340e-01	3.910982e-02	5.233498e-01	9.983964e-01	1.218516e+00	
5.980000e-01	2.988506e-01	1.637302e-01	3.904552e-02	5.226333e-01	9.983964e-01	1.218516e+00	
5.990000e-01	2.993503e-01	1.637264e-01	3.898122e-02	5.219167e-01	9.983964e-01	1.218516e+00	
6.000000e-01	2.998501e-01	1.637226e-01	3.891692e-02	5.212002e-01	9.983964e-01	1.218516e+00	
6.010000e-01	3.003498e-01	1.637188e-01	3.885262e-02	5.204836e-01	9.983964e-01	1.218516e+00	
6.020000e-01	3.008496e-01	1.637149e-01	3.878832e-02	5.197670e-01	9.983964e-01	1.218516e+00	
6.030000e-01	3.013493e-01	1.637111e-01	3.872402e-02	5.190504e-01	9.983964e-01	1.218516e+00	
6.040000e-01	3.018491e-01	1.637072e-01	3.865972e-02	5.183338e-01	9.983964e-01	1.218516e+00	
6.050000e-01	3.023488e-01	1.637034e-01	3.859542e-02	5.176172e-01	9.983964e-01	1.218516e+00	
6.060000e-01	3.028486e-01	1.636995e-01	3.853112e-02	5.169006e-01	9.983964e-01	1.218516e+00	
6.070000e-01	3.033483e-01	1.636956e-01	3.846682e-02	5.161840e-01	9.983964e-01	1.218516e+00	
6.080000e-01	3.038481e-01	1.636917e-01	3.840252e-02	5.154674e-01	9.983964e-01	1.218516e+00	
6.090000e-01	3.043478e-01	1.636878e-01	3.833822e-02	5.147508e-01	9.983964e-01	1.218516e+00	
6.100000e-01	3.048476e-01	1.636839e-01	3.827392e-02	5.140342e-01	9.983964e-01	1.218516e+00	
6.110000e-01	3.053473e-01	1.636799e-01	3.820962e-02	5.133175e-01	9.983964e-01	1.218516e+00	
6.120000e-01	3.058471e-01	1.636760e-01	3.814532e-02	5.126009e-01	9.983964e-01	1.218516e+00	
6.130000e-01	3.063468e-01	1.636721e-01	3.808102e-02	5.118843e-01	9.983964e-01	1.218516e+00	
6.140000e-01	3.068466e-01	1.636681e-01	3.801672e-02	5.111676e-01	9.983964e-01	1.218516e+00	
6.150000e-01	3.073463e-01	1.636641e-01	3.795242e-02	5.104510e-01	9.983964e-01	1.218516e+00	
6.160000e-01	3.078461e-01	1.636601e-01	3.788812e-02	5.097343e-01	9.983964e-01	1.218516e+00	
6.170000e-01	3.083458e-01	1.636561e-01	3.782382e-02	5.090176e-01	9.983964e-01	1.218516e+00	
6.180000e-01	3.088456e-01	1.636521e-01	3.775952e-02	5.083010e-01	9.983964e-01	1.218516e+00	
6.190000e-01	3.093453e-01	1.636481e-01	3.769522e-02	5.075843e-01	9.983964e-01	1.218516e+00	
6.200000e-01	3.098451e-01	1.636441e-01	3.763092e-02	5.068676e-01	9.983964e-01	1.218516e+00	
6.210000e-01	3.103448e-01	1.636400e-01	3.756662e-02	5.061509e-01	9.983964e-01	1.218516e+00	
6.220000e-01	3.108446e-01	1.636360e-01	3.750232e-02	5.054342e-01	9.983964e-01	1.218516e+00	
6.230000e-01	3.113443e-01	1.636319e-01	3.743802e-02	5.047175e-01	9.983964e-01	1.218516e+00	
6.240000e-01	3.118441e-01	1.636278e-01	3.737372e-02	5.040008e-01	9.983964e-01	1.218516e+00	
6.250000e-01	3.123438e-01	1.636237e-01	3.730942e-02	5.032841e-01	9.983964e-01	1.218516e+00	
6.260000e-01	3.128436e-01	1.636196e-01	3.724512e-02	5.025673e-01	9.983964e-01	1.218516e+00	
6.270000e-01	3.133433e-01	1.636155e-01	3.718082e-02	5.018506e-01	9.983964e-01	1.218516e+00	
6.280000e-01	3.138431e-01	1.636114e-01	3.711652e-02	5.011339e-01	9.983964e-01	1.218516e+00	
6.290000e-01	3.143428e-01	1.636072e-01	3.705221e-02	5.004171e-01	9.983964e-01	1.218516e+00	
6.300000e-01	3.148426e-01	1.636031e-01	3.698791e-02	4.997004e-01	9.983964e-01	1.218516e+00	
6.310000e-01	3.153423e-01	1.635989e-01	3.692361e-02	4.989836e-01	9.983964e-01	1.218516e+00	
6.320000e-01	3.158421e-01	1.635948e-01	3.685931e-02	4.982668e-01	9.983964e-01	1.218516e+00	
6.330000e-01	3.163418e-01	1.635906e-01	3.679501e-02	4.975501e-01	9.983964e-01	1.218516e+00	
6.340000e-01	3.168416e-01	1.635864e-01	3.673071e-02	4.968333e-01	9.983964e-01	1.218516e+00	
6.350000e-01	3.173413e-01	1.635822e-01	3.666641e-02	4.961165e-01	9.983964e-01	1.218516e+00	
6.360000e-01	3.178411e-01	1.635779e-01	3.660211e-02	4.953997e-01	9.983964e-01	1.218516e+00	
6.370000e-01	3.183408e-01	1.635737e-01	3.653781e-02	4.946829e-01	9.983964e-01	1.218516e+00	
6.380000e-01	3.188406e-01	1.635695e-01	3.647351e-02	4.939661e-01	9.983964e-01	1.218516e+00	
6.390000e-01	3.193403e-01	1.635652e-01	3.640921e-02	4.932493e-01	9.983964e-01	1.218516e+00	
6.400000e-01	3.198401e-01	1.635609e-01	3.634491e-02	4.925325e-01	9.983964e-01	1.218516e+00	
6.410000e-01	3.203398e-01	1.635566e-01	3.628061e-02	4.918157e-01	9.983964e-01	1.218516e+00	
6.420000e-01	3.208396e-01	1.635524e-01	3.621631e-02	4.910988e-01	9.983964e-01	1.218516e+00	
6.430000e-01	3.213393e-01	1.635480e-01	3.615201e-02	4.903820e-01	9.983964e-01	1.218516e+00	
6.440000e-01	3.218391e-01	1.635437e-01	3.608771e-02	4.896651e-01	9.983964e-01	1.218516e+00	
6.450000e-01	3.223388e-01	1.635394e-01	3.602341e-02	4.889483e-01	9.983964e-01	1.218516e+00	
6.460000e-01	3.228386e-01	1.635350e-01	3.595911e-02	4.882314e-01	9.983964e-01	1.218516e+00	
6.470000e-01	3.233383e-01	1.635307e-01	3.589481e-02	4.875146e-01	9.983964e-01	1.218516e+00	
6.480000e-01	3.238381e-01	1.635263e-01	3.583051e-02	4.867977e-01	9.983964e-01	1.218516e+00	
6.490000e-01	3.243378e-01	1.635219e-01	3.576621e-02	4.860808e-01	9.983964e-01	1.218516e+00	
6.500000e-01	3.248376e-01	1.635175e-01	3.570191e-02	4.853639e-01	9.983964e-01	1.218516e+00	
6.510000e-01	3.253373e-01	1.635131e-01	3.563761e-02	4.846470e-01	9.983964e-01	1.218516e+00	
6.520000e-01	3.258371e-01	1.635087e-01	3.557331e-02	4.839301e-01	9.983964e-01	1.218516e+00	
6.530000e-01	3.263368e-01	1.635043e-01	3.550901e-02	4.832132e-01	9.983964e-01	1.218516e+00	
6.540000e-01	3.268366e-01	1.634998e-01	3.544471e-02	4.824963e-01	9.983964e-01	1.218516e+00	
6.550000e-01	3.273363e-01	1.634953e-01	3.538041e-02	4.817793e-01	9.983964e-01	1.218516e+00	
6.560000e-01	3.278361e-01	1.634909e-01	3.531611e-02	4.810624e-01	9.983964e-01	1.218516e+00	
6.570000e-01	3.283358e-01	1.634864e-01	3.525181e-02	4.803455e-01	9.983964e-01	1.218516e+00	
6.580000e-01	3.288356e-01	1.634819e-01	3.518751e-02	4.796285e-01	9.983964e-01	1.218516e+00	
6.590000e-01	3.293353e-01	1.634773e-01	3.512321e-02	4.789116e-01	9.983964e-01	1.218516e+00	
6.600000e-01	3.298351e-01	1.634728e-01	3.505891e-02	4.781946e-01	9.983964e-01	1.218516e+00	
6.610000e-01	3.303348e-01	1.634683e-01	3.499461e-02	4.774776e-01	9.983964e-01	1.218516e+00	
6.620000e-01	3.308346e-01	1.634637e-01	3.493031e-02	4.767607e-01	9.983964e-01	1.218516e+00	
6.630000e-01	3.313343e-01	1.634591e-01	3.486601e-02	4.760437e-01	9.983964e-01	1.218516e+00	
6.640000e-01	3.318341e-01	1.634546e-01	3.480171e-02	4.753267e-01	9.983964e-01	1.218516e+00	
6.650000e-01	3.323338e-01	1.634500e-01	3.473741e-02	4.746097e-01	9.983964e-01	1.218516e+00	
6.660000e-01	3.328336e-01	1.634453e-01	3.467311e-02	4.738927e-01	9.983964e-01	1.218516e+00	
6.670000e-01	3.333333e-01	1.634407e-01	3.460881e-02	4.731756e-01	9.983964e-01	1.218516e+00	
6.680000e-01	3.338331e-01	1.634361e-01	3.454451e-02	4.724586e-01	9.983964e-01	1.218516e+00	
6.690000e-01	3.343328e-01	1.634314e-01	3.448021e-02	4.717416e-01	9.983964e-01	1.218516e+00	
6.700000e-01	3.348326e-01	1.634267e-01	3.441591e-02	4.710245e-01	9.983964e-01	1.218516e+00	
6.710000e-01	3.353323e-01	1.634221e-01	3.435161e-02	4.703075e-01	9.983964e-01	1.218516e+00	
6.720000e-01	3.358321e-01	1.634174e-01	3.428731e-02	4.695904e-01	9.983964e-01	1.218516e+00	
6.730000e-01	3.363318e-01	1.634126e-01	3.422301e-02	4.688734e-01	9.983964e-01	1.218516e+00	
6.740000e-01	3.368316e-01	1.634079e-01	3.415871e-02	4.681563e-01	9.983964e-01	1.218516e+00	
6.750000e-01	3.373313e-01	1.634032e-01	3.409441e-02	4.674392e-01	9.983964e-01	1.218516e+00	
6.760000e-01	3.378311e-01	1.633984e-01	3.403011e-02	4.667221e-01	9.983964e-01	1.218516e+00	
6.770000e-01	3.383308e-01	1.633936e-01	3.396581e-02	4.660050e-01	9.983964e-01	1.218516e+00	
6.780000e-01	3.388306e-01	1.633889e-01	3.390151e-02	4.652879e-01	9.983964e-01	1.218516e+00	
6.790000e-01	3.393303e-01	1.633841e-01	3.383721e-02	4.645708e-01	9.983964e-01	1.218516e+00	
6.800000e-01	3.398301e-01	1.633792e-01	3.377291e-02	4.638537e-01	9.983964e-01	1.218516e+00	
6.810000e-01	3.403298e-01	1.633744e-01	3.370861e-02	4.631366e-01	9.983964e-01	1.218516e+00	
6.820000e-01	3.408296e-01	1.633696e-01	3.364431e-02	4.624194e-01	9.983964e-01	1.218516e+00	
6.830000e-01	3.413293e-01	1.633647e-01	3.358001e-02	4.617023e-01	9.983964e-01	1.218516e+00	
6.840000e-01	3.418291e-01	1.633598e-01	3.351571e-02	4.609851e-01	9.983964e-01	1.218516e+00	
6.850000e-01	3.423288e-01	1.633549e-01	3.345141e-02	4.602680e-01	9.983964e-01	1.218516e+00	
6.860000e-01	3.428286e-01	1.633500e-01	3.338711e-02	4.595508e-01	9.983964e-01	1.218516e+00	
6.870000e-01	3.433283e-01	1.633451e-01	3.332280e-02	4.588336e-01	9.983964e-01	1.218516e+00	
6.880000e-01	3.438281e-01	1.633402e-01	3.325850e-02	4.581164e-01	9.983964e-01	1.218516e+00	
6.890000e-01	3.443278e-01	1.633352e-01	3.319420e-02	4.573992e-01	9.983964e-01	1.218516e+00	
6.900000e-01	3.448276e-01	1.633302e-01	3.312990e-02	4.566820e-01	9.983964e-01	1.218516e+00	
6.910000e-01	3.453273e-01	1.633253e-01	3.306560e-02	4.559648e-01	9.983964e-01	1.218516e+00	
6.920000e-01	3.458271e-01	1.633203e-01	3.300130e-02	4.552476e-01	9.983964e-01	1.218516e+00	
6.930000e-01	3.463268e-01	1.633152e-01	3.293700e-02	4.545303e-01	9.983964e-01	1.218516e+00	
6.940000e-01	3.468266e-01	1.633102e-01	3.287270e-02	4.538131e-01	9.983964e-01	1.218516e+00	
6.950000e-01	3.473263e-01	1.633052e-01	3.280840e-02	4.530958e-01	9.983964e-01	1.218516e+00	
6.960000e-01	3.478261e-01	1.633001e-01	3.274410e-02	4.523786e-01	9.983964e-01	1.218516e+00	
6.970000e-01	3.483258e-01	1.632950e-01	3.267980e-02	4.516613e-01	9.983964e-01	1.218516e+00	
6.980000e-01	3.488256e-01	1.632899e-01	3.261550e-02	4.509440e-01	9.983964e-01	1.218516e+00	
6.990000e-01	3.493253e-01	1.632848e-01	3.255120e-02	4.502267e-01	9.983964e-01	1.218516e+00	
7.000000e-01	3.498251e-01	1.632797e-01	3.248690e-02	4.495095e-01	9.983964e-01	1.218516e+00	
7.010000e-01	3.503248e-01	1.632745e-01	3.242260e-02	4.487921e-01	9.983964e-01	1.218516e+00	
7.020000e-01	3.508246e-01	1.632694e-01	3.235830e-02	4.480748e-01	9.983964e-01	1.218516e+00	
7.030000e-01	3.513243e-01	1.632642e-01	3.229400e-02	4.473575e-01	9.983964e-01	1.218516e+00	
7.040000e-01	3.518241e-01	1.632590e-01	3.222970e-02	4.466402e-01	9.983964e-01	1.218516e+00	
7.050000e-01	3.523238e-01	1.632538e-01	3.216540e-02	4.459228e-01	9.983964e-01	1.218516e+00	
7.060000e-01	3.528236e-01	1.632486e-01	3.210110e-02	4.452055e-01	9.983964e-01	1.218516e+00	
7.070000e-01	3.533233e-01	1.632433e-01	3.203680e-02	4.444881e-01	9.983964e-01	1.218516e+00	
7.080000e-01	3.538231e-01	1.632381e-01	3.197250e-02	4.437708e-01	9.983964e-01	1.218516e+00	
7.090000e-01	3.543228e-01	1.632328e-01	3.190820e-02	4.430534e-01	9.983964e-01	1.218516e+00	
7.100000e-01	3.548226e-01	1.632275e-01	3.184390e-02	4.423360e-01	9.983964e-01	1.218516e+00	
7.110000e-01	3.553223e-01	1.632222e-01	3.177960e-02	4.416186e-01	9.983964e-01	1.218516e+00	
7.120000e-01	3.558221e-01	1.632168e-01	3.171530e-02	4.409012e-01	9.983964e-01	1.218516e+00	
7.130000e-01	3.563218e-01	1.632115e-01	3.165100e-02	4.401838e-01	9.983964e-01	1.218516e+00	
7.140000e-01	3.568216e-01	1.632061e-01	3.158670e-02	4.394663e-01	9.983964e-01	1.218516e+00	
7.150000e-01	3.573213e-01	1.632007e-01	3.152240e-02	4.387489e-01	9.983964e-01	1.218516e+00	
7.160000e-01	3.578211e-01	1.631953e-01	3.145810e-02	4.380315e-01	9.983964e-01	1.218516e+00	
7.170000e-01	3.583208e-01	1.631899e-01	3.139380e-02	4.373140e-01	9.983964e-01	1.218516e+00	
7.180000e-01	3.588206e-01	1.631845e-01	3.132950e-02	4.365965e-01	9.983964e-01	1.218516e+00	
7.190000e-01	3.593203e-01	1.631790e-01	3.126520e-02	4.358791e-01	9.983964e-01	1.218516e+00	
7.200000e-01	3.598201e-01	1.631736e-01	3.120090e-02	4.351616e-01	9.983964e-01	1.218516e+00	
7.210000e-01	3.603198e-01	1.631681e-01	3.113660e-02	4.344441e-01	9.983964e-01	1.218516e+00	
7.220000e-01	3.608196e-01	1.631626e-01	3.107230e-02	4.337266e-01	9.983964e-01	1.218516e+00	
7.230000e-01	3.613193e-01	1.631570e-01	3.100800e-02	4.330090e-01	9.983964e-01	1.218516e+00	
7.240000e-01	3.618191e-01	1.631515e-01	3.094370e-02	4.322915e-01	9.983964e-01	1.218516e+00	
7.250000e-01	3.623188e-01	1.631459e-01	3.087940e-02	4.315740e-01	9.983964e-01	1.218516e+00	
7.260000e-01	3.628186e-01	1.631403e-01	3.081510e-02	4.308564e-01	9.983964e-01	1.218516e+00	
7.270000e-01	3.633183e-01	1.631347e-01	3.075080e-02	4.301389e-01	9.983964e-01	1.218516e+00	
7.280000e-01	3.638181e-01	1.631291e-01	3.068650e-02	4.294213e-01	9.983964e-01	1.218516e+00	
7.290000e-01	3.643178e-01	1.631235e-01	3.062220e-02	4.287037e-01	9.983964e-01	1.218516e+00	
7.300000e-01	3.648176e-01	1.631178e-01	3.055790e-02	4.279861e-01	9.983964e-01	1.218516e+00	
7.310000e-01	3.653173e-01	1.631121e-01	3.049360e-02	4.272685e-01	9.983964e-01	1.218516e+00	
7.320000e-01	3.658171e-01	1.631065e-01	3.042930e-02	4.265509e-01	9.983964e-01	1.218516e+00	
7.330000e-01	3.663168e-01	1.631007e-01	3.036500e-02	4.258333e-01	9.983964e-01	1.218516e+00	
7.340000e-01	3.668166e-01	1.630950e-01	3.030070e-02	4.251157e-01	9.983964e-01	1.218516e+00	
7.350000e-01	3.673163e-01	1.630892e-01	3.023640e-02	4.243980e-01	9.983964e-01	1.218516e+00	
7.360000e-01	3.678161e-01	1.630835e-01	3.017210e-02	4.236804e-01	9.983964e-01	1.218516e+00	
7.370000e-01	3.683158e-01	1.630777e-01	3.010780e-02	4.229627e-01	9.983964e-01	1.218516e+00	
7.380000e-01	3.688156e-01	1.630719e-01	3.004350e-02	4.222450e-01	9.983964e-01	1.218516e+00	
7.390000e-01	3.693153e-01	1.630660e-01	2.997920e-02	4.215274e-01	9.983964e-01	1.218516e+00	
7.400000e-01	3.698151e-01	1.630602e-01	2.991490e-02	4.208097e-01	9.983964e-01	1.218516e+00	
7.410000e-01	3.703148e-01	1.630543e-01	2.985060e-02	4.200919e-01	9.983964e-01	1.218516e+00	
7.420000e-01	3.708146e-01	1.630484e-01	2.978630e-02	4.193742e-01	9.983964e-01	1.218516e+00	
7.430000e-01	3.713143e-01	1.630425e-01	2.972200e-02	4.186565e-01	9.983964e-01	1.218516e+00	
7.440000e-01	3.718141e-01	1.630366e-01	2.965770e-02	4.179388e-01	9.983964e-01	1.218516e+00	
7.450000e-01	3.723138e-01	1.630306e-01	2.959339e-02	4.172210e-01	9.983964e-01	1.218516e+00	
7.460000e-01	3.728136e-01	1.630247e-01	2.952909e-02	4.165032e-01	9.983964e-01	1.218516e+00	
7.470000e-01	3.733133e-01	1.630187e-01	2.946479e-02	4.157855e-01	9.983964e-01	1.218516e+00	
7.480000e-01	3.738131e-01	1.630126e-01	2.940049e-02	4.150677e-01	9.983964e-01	1.218516e+00	
7.490000e-01	3.743128e-01	1.630066e-01	2.933619e-02	4.143499e-01	9.983964e-01	1.218516e+00	
